ID,Station Name,Access,Owner,Last_Used,DC_Fast,Level1_Charging,Level2_Charging,Address,City,State,Zipcode
148247,2 Hopkins Apartments,public,Blink Network,2024-10-10,,,2.0,2 Hopkins Plaza,Baltimore,MD,21201
148249,The Metropolitan Downtown Columbia,public,Blink Network,2024-10-10,,,2.0,Town Center Avenue,Columbia,MD,21044
148252,36 S. Charles St,public,Blink Network,2024-10-10,,,1.0,36 S Charles Street,Baltimore,MD,21201
148255,LAZ Parking,public,Blink Network,2024-10-10,,,8.0,17 E Conway St,Baltimore,MD,21202
148256,President Street Parking Garage,public,Blink Network,2024-10-10,,,1.0,815 E. Pratt Street,Baltimore,MD,21202
148269,McHenry Row,public,Blink Network,2024-10-10,,,1.0,1603 Whetstone Way,Baltimore,MD,21230
148270,McHenry Row - East Garage,public,Blink Network,2024-10-10,,,2.0,1631 Whetstone Way,Baltimore,MD,21230
148271,Research Boulevard (Charging Stations),public,Blink Network,2024-10-10,,,4.0,1803 Research Blvd,Rockville,MD,20850
148272,Nokes Plaza,public,Blink Network,2024-10-10,,,2.0,21305 Windmill Parc Drive,Sterling,VA,20166
148273,Atlantic Corporate Park,public,Blink Network,2024-10-10,,,1.0,45600 Woodland Rd,Sterling,VA,20166
148278,Rockville Town Center,public,Blink Network,2024-10-10,,,4.0,44 Maryland Ave.,Rockville,MD,20850
148280,Maple Lawn - 8115,public,Blink Network,2024-10-10,,,6.0,8115 Maple Lawn Blvd.,Fulton,MD,20759
148282,Maple Lawn 4,public,Blink Network,2024-10-10,,,1.0,8160 Maple Lawn Boulevard,Fulton,MD,20759
148287,"7900 Washington Blvd., Jessup, MD 20794",public,Blink Network,2024-10-10,,,2.0,7900 Washington Blvd.,Jessup,MD,20794
148290,"Walgreens - Brooklyn Park, MD #6007",public,Blink Network,2024-10-10,,,1.0,5740 Ritchie Highway,Brooklyn Park,MD,21225
148291,Fleet Lot,public,Blink Network,2024-10-10,,,4.0,7201 Corporate Center Dr,Hanover,MD,21076
148294,BWI Airport - Daily Rooftop,public,Blink Network,2024-10-10,,,2.0,7062 Elm Road,Baltimore,MD,21240
148295,BWI Airport - Daily Ground Floor,public,Blink Network,2024-10-10,,,4.0,7062 Elm Road,Baltimore,MD,21240
148297,BWI Airport - Hourly Ground Floor,public,Blink Network,2024-10-10,,,4.0,7062 Elm Road,Baltimore,MD,21240
148299,One Courthouse Metro,public,Blink Network,2024-10-10,,,2.0,2200 Wilson Blvd,Arlington,VA,22201
148302,Randolph Plaza,public,Blink Network,2024-10-10,,,2.0,57 Randolph RD,Silver Spring,MD,20904
148303,Potomac Place Shopping Center,public,Blink Network,2024-10-10,,,1.0,10122 River Road,Potomac,MD,20854
148304,11200 Rockville Pike LLC,public,Blink Network,2024-10-10,,,4.0,11200 Rockville Pike,Rockville,MD,20852
148306,The Elms At Shannon\'s Glen,public,Blink Network,2024-10-10,,,4.0,7811 Shannon's Glen DR,Jessup,MD,20794
148311,Reston Town Center - Purple Garage,public,Blink Network,2024-10-10,,,4.0,11951 Freedom Drive,Reston,VA,20190
148314,Reston Town Center - Orange Garage,public,Blink Network,2024-10-10,,,4.0,11955 Democracy Drive,Reston,VA,20190
148315,Signature,public,Blink Network,2024-10-10,,,6.0,11850 Freedom Drive,Reston,VA,20190
148318,Electrify America Reston Site,public,Blink Network,2024-10-10,,,12.0,2003 Edmund Halley Drive,Reston,VA,20191
148326,Lionsgate at Woodmont Corner Condo,public,Blink Network,2024-10-10,,,3.0,7710 Woodmont Ave,Bethesda,MD,20814
148333,7201 Wisconsin Ave,public,Blink Network,2024-10-10,,,2.0,7201 Wisconsin Ave,Bethesda,MD,20814
148335,"8737 Colesville Rd, LLC",public,Blink Network,2024-10-10,,,2.0,8737 Colesville Road,Silver Spring,MD,20910
148336,The Citron Apartments - Foulger-Pratt,public,Blink Network,2024-10-10,,,1.0,815 Pershing Drive,Silver Spring,MD,20910
148337,Blair House,public,Blink Network,2024-10-10,,,1.0,8201 16th St.,Silver Spring,MD,20910
148339,The Blairs Shopping Center,public,Blink Network,2024-10-10,,,2.0,1280 East-West Hwy,Silver Spring,MD,20910
148343,531701  Valo Park,public,Blink Network,2024-10-10,,,4.0,7950 Jones Branch Drive,McLean,VA,22107
148345,6862 Elm St Offices and Signet Condos Garage,public,Blink Network,2024-10-10,,,2.0,6900 Fleetwood Road,McLean,VA,22101
148348,Geico West Lot,public,Blink Network,2024-10-10,,,2.0,4608 Willard Avenue,Bethesda,MD,20815
148350,531704 - The Shops at Wisconsin Place,public,Blink Network,2024-10-10,,,6.0,4412 Willard Avenue,Chevy Chase,MD,20815
148354,8150 Leesburg Pike,public,Blink Network,2024-10-10,,,2.0,"8150 Leesburg Pike, Suite 1100",Vienna,VA,22182
148355,Chesapeake Building,public,Blink Network,2024-10-10,,,1.0,3115 Chesapeake Building,College Park,MD,20742
148356,"Walgreens - Vienna, VA #13589",public,Blink Network,2024-10-10,,,1.0,225 Maple Avenue,Vienna,VA,22180
148357,Severn Building,public,Blink Network,2024-10-10,,,1.0,5245 Greenbelt Road,College Park,MD,20740
148361,College Park Downtown Parking Garage,public,Blink Network,2024-10-10,,,2.0,7308 Yale Avenue,College Park,MD,20740
148362,Foxhall East Inc.,public,Blink Network,2024-10-10,,,2.0,"4200 Massachusetts Ave, NW",Washington,DC,20016
148365,"Walgreens - Fairfax, VA #11927",public,Blink Network,2024-10-10,,,1.0,3050-A Nutley Street,Fairfax,VA,22031
148367,Halstead Square,public,Blink Network,2024-10-10,,,1.0,2750 Gallows Road,Vienna,VA,22180
148369,WashColl-Lot-B,public,Blink Network,2024-10-10,,,1.0,300 Washington Avenue,Chestertown,MD,21620
148370,WashColl-Lot-D,public,Blink Network,2024-10-10,,,1.0,300 Washington Avenue,Chestertown,MD,21620
148372,Lenkin Co 2201,public,Blink Network,2024-10-10,,,2.0,2201 Wisconsin Ave NW,Washington,DC,20007
148379,The Louis,public,Blink Network,2024-10-10,,,1.0,1920 14th Street NW,Washington,DC,20009
148382,Homewood Suites Arlington Rosslyn Key Bridge,public,Blink Network,2024-10-10,,,1.0,1900 N Quinn St,Arlington,VA,22209
148383,Rhode Island Row,public,Blink Network,2024-10-10,,,3.0,"2350 Washington Place, NE.",Washington,DC,20018
148384,531707 Lenkin Co 1625,public,Blink Network,2024-10-10,,,6.0,1625 Massachusetts Avenue Northwest,Washington,DC,20036
148385,1250 Connecticut,public,Blink Network,2024-10-10,,,2.0,"1250 Connecticut Avenue, NW",Washington,DC,20036
148386,531713  The Jefferson Building,public,Blink Network,2024-10-10,,,4.0,1225 19th Street Northwest,Washington,DC,20036
148387,Hines - 1200 Nineteenth Street NW,public,Blink Network,2024-10-10,,,4.0,1200 19th Street NW Suite 260,Washington,DC,20036
148389,Holiday Inn Washington DC-Central/White House,public,Blink Network,2024-10-10,,,1.0,1501 Rhode Island Avenue NW,Washington,DC,20005
148393,1200 17th Street NW,public,Blink Network,2024-10-10,,,4.0,"1200 17th Street, NW",Washington,DC,20036
148394,1920 L Street,public,Blink Network,2024-10-10,,,1.0,1920 L Street NW,Washington,DC,20036
148395,1900 L Street,public,Blink Network,2024-10-10,,,1.0,1900 L Street NW,Washington,DC,20036
148397,Westview at Ballston Metro,public,Blink Network,2024-10-10,,,1.0,1001 N. Vermont Street,Arlington,VA,22201
148398,1020 19th Street,public,Blink Network,2024-10-10,,,1.0,1020 19th Street NW,Washington,DC,20036
148399,Eleven Hundred Connecticut Avenue,public,Blink Network,2024-10-10,,,2.0,1100 Connecticut Avenue Northwest,Washington,DC,20036
148401,"531706  1667 K Street, NW",public,Blink Network,2024-10-10,,,4.0,1667 K Street Northwest,Washington,DC,20006
148402,531703  4100 N Fairfax,public,Blink Network,2024-10-10,,,6.0,4100 Fairfax Drive,Arlington,VA,22203
148413,"Annex \""B\"" Classrooms",public,Blink Network,2024-10-10,,,1.0,101 College Parkway,Arnold,MD,21012
148417,"531705  1331 F Street, NW",public,Blink Network,2024-10-10,,,4.0,1331 F Street Northwest,Washington,DC,20004
148424,"10 G Street, NE",public,Blink Network,2024-10-10,,,1.0,"10 G St, NE",Washington,DC,20002
148425,"APA 750 First St, NE",public,Blink Network,2024-10-10,,,1.0,"750 First St, NE",Washington,DC,20002
148426,Lexington/Market Sq Parking Garage,public,Blink Network,2024-10-10,,,2.0,401 9th St NW & D St NW,Washington,DC,20004
148427,122 C Street,public,Blink Network,2024-10-10,,,1.0,122 C Street NW,Washington,DC,20001
148428,Central Parking - 101 Constitution,public,Blink Network,2024-10-10,,,2.0,101 Constitution Avenue Northwest,Washington,DC,20001
148429,375 - Patriots Plaza,public,Blink Network,2024-10-10,,,2.0,375 E Street Southwest,Washington,DC,20024
148430,355 - Patriots Plaza,public,Blink Network,2024-10-10,,,2.0,355 E Street Southwest,Washington,DC,20024
148431,Hyatt Washington DC North Mall,public,Blink Network,2024-10-10,,,4.0,400 E Street Southwest,Washington,DC,20024
148434,"ML Jefferson Garage, LLC c/o LPC",public,Blink Network,2024-10-10,,,2.0,1401 South Clark Street,Arlington,VA,22202
148440,PGC 1301 McCormick,public,Blink Network,2024-10-10,,,5.0,1301 McCormick Drive,Upper Marlboro,MD,20774
148447,Springhill Suites Annapolis,public,Blink Network,2024-10-10,,,1.0,189 Admiral Cochrane Drive,Annapolis,MD,21401
148449,Canal Center Plaza,public,Blink Network,2024-10-10,,,3.0,44 Canal Center Plaza,Alexandria,VA,22315
148450,The Kingsley,public,Blink Network,2024-10-10,,,1.0,500 Madison ST,Alexandria,VA,22314
148451,The Oronoco Condominium,public,Blink Network,2024-10-10,,,2.0,601 North Fairfax Street,Alexandria,VA,22314
148453,The Thornton,public,Blink Network,2024-10-10,,,10.0,751 Thornton Way,Alexandria,VA,22314
148455,Beacon Hill Apartments,public,Blink Network,2024-10-10,,,2.0,3100 Southgate Drive,Alexandria,VA,22306
148456,Crest Condo,public,Blink Network,2024-10-10,,,4.0,6107 Fairview Farm Dr,Alexandria,VA,22315
148459,"Walgreens - Alexandria, VA #10233",public,Blink Network,2024-10-10,,,1.0,7629 Richmond Highway,Alexandria,VA,22306
148463,Chesapeake HPAC,public,Blink Network,2024-10-10,,,4.0,1000 College Circle,Wye Mills,MD,21679
148464,Hilton Garden Inn Waldorf,public,Blink Network,2024-10-10,,,2.0,10385 O'Donnell Pl.,Waldorf,MD,20603
148468,Belmond the Inn at Perry Cabin,public,Blink Network,2024-10-10,,,4.0,308 Watkins Lane,Saint Michaels,MD,21663
148469,"Walgreens - La Plata, MD #10063",public,Blink Network,2024-10-10,,,1.0,6300 Crane Highway,La Plata,MD,20646
148488,W. College Ave. Lot H,public,Blink Network,2024-10-10,,,4.0,222 West College Avenue,Salisbury,MD,21801
148489,Perdue East,public,Blink Network,2024-10-10,,,2.0,1101 Camden Ave.,Salisbury,MD,21801
148500,City of Williamsburg,public,Blink Network,2024-10-10,,,2.0,401 Lafayette St,Williamsburg,VA,23185
148507,City Center Mariners Row Garage,public,Blink Network,2024-10-10,,,2.0,761 Mariners Row,Newport News,VA,23606
149152,"Walmart 2258 - Alexandria, VA",public,Electrify America,2024-10-10,3.0,,1.0,7910 Richmond Hwy.,Alexandria,VA,22306
149170,East of Market Apartments,public,Blink Network,2024-10-10,,,1.0,100 Holling Dr,Frederick,MD,21701
149289,Annapolis Towne Centre - Tesla Supercharger,public,Tesla,2024-07-01,16.0,,,1906 Towne Centre Boulevard,Annapolis,MD,21401
149291,Market Common Clarendon - Tesla Supercharger,public,Tesla,2024-07-01,18.0,,,2800 Clarendon Boulevard,Arlington,VA,22201
149324,Village at Leesburg - Tesla Supercharger,public,Tesla,2024-07-01,10.0,,,"1602 Village Market Boulevard, Southeast",Leesburg,VA,20737
149349,Riverdale Park Station - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,6221 Baltimore Avenue,Riverdale Park,MD,20737
149414,JBG SMITH 520 12TH ST S,public,ChargePoint Network,2024-10-10,,,2.0,520 12th St S,Arlington,VA,22202
149461,United States Park Police - District 3,private,Non-Networked,2021-02-22,,,2.0,5200 Glover Rd NW,Washington,DC,20015
149462,United States Park Police - District 5,private,Non-Networked,2021-02-22,,,2.0,901 Anacostia Dr SE,Washington,DC,20019
149464,Rock Creek National Park - Klingle Mansion,private,Non-Networked,2021-02-22,,,4.0,3545 Williamsburg Ln NW,Washington,DC,20008
149473,Nissan of Lexington Park,public,Non-Networked,2024-02-12,2.0,,2.0,22757 Three Notch Rd,California,MD,20619
149474,Sheehy Nissan- White Marsh,public,Non-Networked,2024-02-12,,,1.0,5361 Nottingridge Rd,White Marsh,MD,21162
149487,Nissan of Lexington Park,private,Non-Networked,2024-02-12,,,1.0,22757 Three Notch Rd,California,MD,20619
149488,Sheehy Nissan- White Marsh,private,Non-Networked,2024-02-12,,,1.0,5361 Nottingridge Rd,White Marsh,MD,21162
149655,Parking Terrace,public,Non-Networked,2023-01-10,,,3.0,415 N Boundary St,Williamsburg,VA,23185
149793,Tysons West,public,Electrify America,2024-10-10,4.0,,,1500 B Cornerside Blvd.,Vienna,VA,22182
149892,BGE-Carroll County Commissione,public,SHELL_RECHARGE,2024-10-10,1.0,,2.0,225 N Center St,Westminster,MD,21157
149912,Central Place Residences - B1 - Orange Section,public,Blink Network,2024-10-10,,,6.0,1800 N. Lynn Street,Arlington,VA,22209
149994,Central Place Residences - B2 - Orange Section,public,Blink Network,2024-10-10,,,6.0,1800 N. Lynn Street,Arlington,VA,22209
150211,Patrick Henry Mall - Tesla Supercharger,public,Tesla,2024-07-01,12.0,,,12300 Jefferson Avenue,Newport News,VA,23602
150212,Hotel at Arundel Preserve - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,7795 Arundel Mills Boulevard,Hanover,MD,21076
150213,"Salem, VA - Tesla Supercharger",public,Tesla,2024-07-01,8.0,,,1340 West Main St,Salem,VA,24153
150220,Francis Scott Key Mall - Tesla Supercharger,public,Tesla,2024-07-01,10.0,,,5500 Buckeystown Pike,Frederick,MD,21703
150242,Frederick County Government,public,Blink Network,2024-10-10,,,4.0,331 Montevue Lane,Frederick,MD,21702
150278,Hancock Western Rail Trail Parking Lot,public,Non-Networked,2022-11-10,2.0,,,2 Canal St,Hancock,MD,21750
150290,SQUARE 54,public,Blink Network,2024-10-10,,,3.0,2200 Pennsylvania Ave NW,Washington,DC,20037
150343,WEST HALF 2 & 3 1900 N ST 6,public,ChargePoint Network,2024-10-10,,,1.0,1900 N St NW,Washington,DC,20036
150369,"Lenkin 1133A, Lenkin 1133B",public,Blink Network,2024-10-10,,,2.0,1133 Connecticut Avenue Northwest,Washington,DC,20036
150370,"Lenkin 1050A, Lenkin 1050B",public,Blink Network,2024-10-10,,,2.0,1050 K Street Northwest,Washington,DC,20001
150490,Rosewood Washington D.C. - Tesla Destination,public,Tesla Destination,2022-10-06,,,2.0,1050 31st Street NW,Washington,DC,20007
150512,"Capella Washington, D.C. - Tesla Destination",public,Tesla Destination,2022-10-06,,,3.0,1050 31st St NW,Washington,DC,20007
150544,1501 New York Ave NE - Tesla Destination,public,Tesla Destination,2022-10-06,,,3.0,1501 New York Ave NE,Washington,DC,20002
150591,York Street Garage - Tesla Destination,public,Tesla Destination,2022-10-06,,,5.0,215 West York St,Norfolk,VA,23510
150592,Fountain Park Garage - Tesla Destination,public,Tesla Destination,2022-10-06,,,6.0,130 Bank St,Norfolk,VA,23510
150594,Garage at The Main Hotel - Tesla Destination,public,Tesla Destination,2022-10-06,,,5.0,100 E Main St,Norfolk,VA,23510
150602,Charles Plaza Garage - Tesla Destination,public,Tesla Destination,2022-10-06,,,3.0,222 North Charles St,Baltimore,MD,21201
150607,Columbia Center - Tesla Destination,public,Tesla Destination,2022-10-06,,,1.0,1152 15th St NW,Washington,DC,20005
150608,1875 K Street - Tesla Destination,public,Tesla Destination,2022-10-06,,,2.0,1875 K St NW,Washington,DC,20036
150609,1700 New York Avenue - Tesla Destination,public,Tesla Destination,2022-10-06,,,2.0,1700 New York Ave,Washington,DC,20006
150613,The Omni Homestead Resort - Tesla Destination,public,Tesla Destination,2022-10-06,,,3.0,7696 Sam Snead Hwy,Hot Springs,VA,24445
150621,"Off the Grid  -  Cafe, Market, Farm - Tesla Destination",public,Tesla Destination,2022-10-06,,,3.0,11692 Lee Hwy,Sperryville,VA,22740
150622,Brydgeworks Glass - Tesla Destination,public,Tesla Destination,2022-10-06,,,2.0,3315 Harpine Hwy,Harrisonburg,VA,22802
150631,Prince George Street Parking Garage - Tesla Destination,public,Tesla Destination,2022-10-06,,,2.0,230 N Henry St,Williamsburg,VA,23185
150632,Quarterpath Park Rec Center - Tesla Destination,public,Tesla Destination,2022-10-06,,,3.0,202 Quarterpath Rd,Williamsburg,VA,23185
150633,Kiwanis Park - Tesla Destination,public,Tesla Destination,2022-10-06,,,3.0,125 Longhill Park,Williamsburg,VA,23185
150634,Chester Plaza - Tesla Destination,public,Tesla Destination,2022-10-06,,,3.0,7 Chester Plaza,Chester,MD,21619
150635,Town Point Garage - Tesla Destination,public,Tesla Destination,2022-10-06,,,5.0,110 W Main St,Norfolk,VA,23510
150636,Bank Street Garage - Tesla Destination,public,Tesla Destination,2022-10-06,,,6.0,440 Monticello Ave,Norfolk,VA,23510
150638,Oakhurst Inn - Tesla Destination,public,Tesla Destination,2022-10-06,,,2.0,100 Oakhurst Cir,Charlottesville,VA,22903
150696,G&M Restaurant - Tesla Destination,public,Tesla Destination,2022-10-06,,,2.0,804 N Hammonds Ferry Rd,Linthicum,MD,21090
150710,MacArthur Center South Garage - Tesla Destination,public,Tesla Destination,2022-10-06,,,8.0,500 City Hall Ave,Norfolk,VA,23510
150711,Waterside Garage - Tesla Destination,public,Tesla Destination,2022-10-06,,,5.0,50 Martins Ln,Norfolk,VA,23510
150799,INTERPARK PENN QTR1,public,ChargePoint Network,2024-10-10,,,2.0,616 E St NW,Washington,DC,20004
150811,FH_CONDOMINIUM FHC CLUBPLAZA,public,ChargePoint Network,2024-10-10,,,2.0,18701 Club Plaza Drive Parking area below poo,Germantown,MD,20874
150822,Central Place Office - B1 - Gray Section,public,Blink Network,2024-10-10,,,6.0,1800 N. Lynn Street,Arlington,VA,22209
151272,Safeway Wisconsin Ave NW,public,SHELL_RECHARGE,2024-10-10,,,2.0,1855 Wisconsin Ave Nw,Washington,DC,20007
151786,Safeway Bradley Blvd,public,SHELL_RECHARGE,2024-10-10,,,2.0,5000 Bradley Blvd,Bethesda,MD,20815
151787,Collington Plaza,public,SHELL_RECHARGE,2024-10-10,,,2.0,3400-3570 Crain Hwy,Bowie,MD,20716
151788,King Farm Village Center,public,SHELL_RECHARGE,2024-10-10,,,2.0,302 King Farm Blvd,Rockville,MD,20850
151789,Safeway Georgia Ave Wheaton,public,SHELL_RECHARGE,2024-10-10,,,2.0,11201 Georgia Ave,Wheaton,MD,20902
151821,Safeway King Street,public,SHELL_RECHARGE,2024-10-10,,,2.0,3526 King St,Alexandria,VA,22302
151822,Wegmans Alexandria,public,SHELL_RECHARGE,2024-10-10,,,2.0,7905 Hilltop Village Center Drive,Alexandria,VA,22315
151823,The Crossing Clarendon Garage Level 2 Entrance,public,SHELL_RECHARGE,2024-10-10,,,4.0,2800 Clarendon Blvd,Arlington,VA,22201
151824,Belmont Chase,public,SHELL_RECHARGE,2024-10-10,,,2.0,19800-19890 Belmont Chase Dr,Ashburn,VA,20147
151825,One Loudoun Downtown Garage,public,SHELL_RECHARGE,2024-10-10,,,2.0,44703 Thorndike St,Ashburn,VA,20147
151826,Centre Ridge Marketplace,public,SHELL_RECHARGE,2024-10-10,,,2.0,6335 Multiplex Dr,Centreville,VA,20121
151827,The Field at Commonwealth Mellow Mushroom,public,SHELL_RECHARGE,2024-10-10,,,2.0,14335 Newbrook Dr.,Chantilly,VA,20151
151828,Dulles 28 Centre,public,SHELL_RECHARGE,2024-10-10,,,4.0,22000 Dulles Retail Plaza,Dulles,VA,20166
151830,Fairfax Towne Center,public,SHELL_RECHARGE,2024-10-10,,,2.0,12210 Fairfax Towne Center,Fairfax,VA,22033
151831,East Market,public,SHELL_RECHARGE,2024-10-10,,,1.0,12551 Fair Lakes Circle,Fairfax,VA,22033
151832,Tysons Galleria,public,SHELL_RECHARGE,2024-10-10,,,1.0,2001 International Dr,Mclean,VA,22102
151833,Springfield Town Center Main Entrance,public,SHELL_RECHARGE,2024-10-10,,,2.0,6500 Springfield Mall,Springfield,VA,22150
151846,White Marsh Mall East Entrance,public,SHELL_RECHARGE,2024-10-10,,,2.0,8200 Perry Hall Blvd,Baltimore,MD,21236
151871,Dulles Town Center,public,SHELL_RECHARGE,2024-10-10,,,2.0,21075 Dulles Town Cir.,Sterling,VA,20166
151874,Cinemark Centreville 12,public,SHELL_RECHARGE,2024-10-10,,,4.0,6201 Multiplex Dr,Centreville,VA,20121
152204,White Marsh Mall Macys,public,SHELL_RECHARGE,2024-10-10,,,2.0,8200 Perry Hall Blvd,Baltimore,MD,21236
152205,White Marsh Mall West Entrance,public,SHELL_RECHARGE,2024-10-10,,,4.0,8200 Perry Hall Blvd,Baltimore,MD,21236
152286,MTA BUS W. MARSH23,public,ChargePoint Network,2024-10-10,,,2.0,8476 Honeygo Blvd,Nottingham,MD,21236
152360,COLUMBIA ASSOC SSC1,public,ChargePoint Network,2024-10-10,,,1.0,7060 Deepage Dr,Columbia,MD,21045
152377,531714 - 799 9th Street,public,Blink Network,2024-10-10,,,6.0,"799 9th Street NW, Suite 102",Washington,DC,20001
152427,26300,public,Blink Network,2024-10-10,,,2.0,133 National Business Parkway,Annapolis Junction,MD,20701
152512,BGE-Aberdeen Festival Park,public,SHELL_RECHARGE,2024-10-10,,,6.0,50 diamond st,Aberdeen,MD,21001
152528,POINTE 14 EV2,public,ChargePoint Network,2024-10-10,,,2.0,1351 N Rolfe St,Arlington,VA,22209
152565,TOWN OF HERNDON MUNICIPAL CTR,public,ChargePoint Network,2024-10-10,,,2.0,777 Lynn Street,Herndon,VA,20170
152708,The Field at Commonwealth Wegmans,public,SHELL_RECHARGE,2024-10-10,,,2.0,14335 Newbrook Dr.,Chantilly,VA,20151
152709,Springfield Town Center Dicks,public,SHELL_RECHARGE,2024-10-10,,,2.0,6500 Springfield Mall,Springfield,VA,22150
152710,Springfield Town Center Target,public,SHELL_RECHARGE,2024-10-10,,,2.0,6500 Springfield Mall,Springfield,VA,22150
152711,Springfield Town Center LA Fitness,public,SHELL_RECHARGE,2024-10-10,,,2.0,6500 Springfield Mall,Springfield,VA,22150
152997,Lincoln Square - 555 11th Street NW,public,Blink Network,2024-10-10,,,4.0,555 11th Street Northwest,Washington,DC,20004
153027,"Smith Point Marina, Inc",public,Non-Networked,2023-10-12,,1.0,,989 Smith Point Rd,Reedville,VA,22539
153114,Pentagon Row,public,Blink Network,2024-10-10,,,1.0,1101 S Joyce Street,Arlington,VA,22202
153115,Whole Foods - Richmond,public,Blink Network,2024-10-10,,,2.0,2024 West Broad Street,Richmond,VA,23220
153270,BGE-Howard County Library - Mi,public,SHELL_RECHARGE,2024-10-10,,,4.0,9421 Frederick Rd,Elliott City,MD,21042
153424,Pike & Rose - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,11860 Trade Street,North Bethesda,MD,20852
153429,Rockville Town Square - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,200 East Middle Lane,Rockville,MD,20850
153540,Sheetz - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,14480 Wards Road,Lynchburg,VA,24501
153541,Royal Farms - Tesla Supercharger,public,Tesla,2024-07-01,6.0,,,12826A Ocean Gateway,Ocean City,MD,21842
153789,Sheetz - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,2902 South Seminole Trail,Madison,VA,22727
153828,Parsons Corp,public,Non-Networked,2022-11-10,,,4.0,7110 Samuel Morse Dr,Columbia,MD,21046
153837,Pepco - Andrew Hanko Building,public,SHELL_RECHARGE,2024-10-10,,,4.0,8511 Legation Road,New Carrollton,MD,20784
153850,UMBC - Walker Avenue Garage,public,Non-Networked,2023-09-14,,,10.0,1000 Hilltop Cr,Baltimore,MD,21250
153851,UMBC - Lot 9,public,Non-Networked,2023-09-14,,,7.0,1000 Hilltop Cr,Baltimore,MD,21250
153885,Harris Teeter - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,43300 Southern Walk Plaza,Ashburn,VA,20148
154006,77 H CHARGING CHARGING 1,public,ChargePoint Network,2024-10-10,,,2.0,99 H St NW,Washington,DC,20001
154008,THE BATLEY UMDISTRICT EV3,public,ChargePoint Network,2024-10-10,,,2.0,1270 4th St NE,Washington,DC,20002
154021,H-D FREDERICK DCFAST HOG,public,ChargePoint Network,2024-10-10,1.0,,,5722 Urbana Pike,Frederick,MD,21704
154023,MTA MARC MUIRKIRK,public,ChargePoint Network,2024-10-10,,,2.0,"7012 Muirkirk Rd Beltsville, Maryland 20705","Beltsville, Maryland",MD,20705
154024,UMD SHADY GROVE SGG STATION #1,public,ChargePoint Network,2024-10-10,,,1.0,9621 Gudelsky Dr,Rockville,MD,20850
154093,LOUDOUN METRO STATION 4,public,ChargePoint Network,2024-10-10,,,2.0,43625 Croson Lane,Ashburn,VA,20148
154106,BGE-Carroll County Community C,public,SHELL_RECHARGE,2024-10-10,,,4.0,1601 Washington Rd,Westminster,MD,21157
154238,MILL STATION MOD PIZZA 1,public,ChargePoint Network,2024-10-10,,,2.0,10500 Mill Run Cir,Owings Mills,MD,21117
154239,MILL STATION MOD PIZZA 2,public,ChargePoint Network,2024-10-10,,,2.0,10388 Mill Run Cir,Owings Mills,MD,21117
154248,BGE-Eldersburg Branch Library,public,SHELL_RECHARGE,2024-10-10,,,6.0,6400 W Hemlock Dr,Sykesville,MD,21784
154388,KINGSGATE STATION 1,public,ChargePoint Network,2024-10-10,,,2.0,7319 Eden Brook Dr,Columbia,MD,21046
154458,BGE-Annapolis Library,public,SHELL_RECHARGE,2024-10-10,1.0,,4.0,1410 West St,Annapolis,MD,21401
154504,Comfort Inn Shady Grove,public,Blink Network,2024-10-10,,,2.0,16216 Frederick Road,Gaithersburg,MD,20877
154505,Spinnaker Garage,public,Blink Network,2024-10-10,,,1.0,707 President St,Baltimore,MD,21202
154531,HIGHS EV#2 HIGH'S 62,public,ChargePoint Network,2024-10-10,1.0,,,2861 Jessup Rd,Jessup,MD,20794
154619,POTOMAC EDISON PARISH HALL,public,ChargePoint Network,2024-10-10,,,2.0,16 Uhl St,Frostburg,MD,21532
154661,Georgetown Safeway - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,1855 Wisconsin Ave NW,Washington,DC,20007
154739,Howard Square Apartments - Colonial Parking,public,Non-Networked,2024-09-12,,,2.0,7500 Hearthside Way,Elkridge,MD,21075
154740,Howard Square Apartments - Verde West,public,Non-Networked,2022-11-10,,,2.0,7604 Hearthside Way,Elkridge,MD,21075
154741,Howard Square Apartments - Verde East,public,Non-Networked,2022-11-10,,,2.0,7710 Hearthside Way,Elkridge,MD,21075
154744,Oak Barrel Café,public,Non-Networked,2023-03-08,2.0,,3.0,35206 National Pike NE,Little Orleans,MD,21766
154769,MOM's Organic Market - Rockville,public,Blink Network,2024-10-10,,,2.0,10 Upper Rock Circle,Rockville,MD,20850
154787,CO LAB CHARGER STATION 1,public,ChargePoint Network,2024-10-10,1.0,,,2757 Hartland Rd,Falls Church,VA,22043
154814,UNION WHARF UNION WHARF 3,public,ChargePoint Network,2024-10-10,,,2.0,915 S Wolfe St,Baltimore,MD,21231
154830,Parcel O at the Yards,public,Blink Network,2024-10-10,,,3.0,1346 4th St SE,Washington,DC,20003
155091,QuikPark Inc.,public,EV Connect,2024-10-10,,,5.0,560 13th St NW,Washington,DC,20045
155110,Main,public,Blink Network,2024-10-10,,,1.0,4961 Tesla Drive,Bowie,MD,20715
