ID,Fuel Type Code,Station Name,Street Address,State,City,Open Date,ZIP,EV Connector Types,EV Pricing,Latitude,Longitude,Access Code
41,ELEC,Nationwide Nissan,2085 York Rd,MD,Timonium,1/31/2012,21093,CHADEMO J1772 J1772COMBO,Free,39.4404,-76.62571,public
42,ELEC,Nationwide Nissan,2085 York Rd,MD,Timonium,1/31/2012,21093,J1772,Free,39.4404,-76.62571,private
43,ELEC,Sheehy Nissan - Waldorf,2950 Crain Hwy,MD,Waldorf,1/31/2012,20601,CHADEMO J1772,Free,38.630057,-76.9056,public
45,ELEC,Bel Air Nissan,1506 Bel Air Rd,MD,Bel Air,3/15/2011,21014,J1772,Free,39.5059,-76.38238,private
47,ELEC,Criswell Nissan,19574 Amaranth Dr,MD,Germantown,3/15/2011,20874,J1772,Free,39.177414,-77.249773,private
49,ELEC,Herb Gordon Nissan,3131 Automobile Blvd,MD,Silver Spring,3/15/2011,20904,J1772,Free,39.077447,-76.947933,private
50,ELEC,Passport Nissan - Marlow Heights,5000 Auth Way,MD,Suitland,3/15/2011,20746,J1772,Free,38.827,-76.92355,private
52,ELEC,Old Farm Court,115 Old Farm Ct,MD,Glen Burnie,12/1/2012,21060,NEMA520,Free,39.160868,-76.599205,public
53,ELEC,Baltimore Washington Medical Center,300 Hospital Dr,MD,Glen Burnie,12/1/2012,21061,NEMA520,Free,39.138576,-76.62159,public
55,ELEC,Waldorf Ford,2440 Crain Hwy,MD,Waldorf,1/4/2013,20601,J1772,Free,38.64352,-76.891367,public
57,ELEC,Academy Ford,13401 Baltimore Ave,MD,Laurel,2/19/2013,20707,J1772,Free,39.07394,-76.869633,private
58,ELEC,Century Ford,302 Century Dr,MD,Mt. Airy,10/1/2013,21771,J1772,Free,39.368505,-77.143072,public
59,ELEC,Safford Ford Lincoln of Salisbury,1902 N Salisbury Blvd,MD,Salisbury,1/1/2013,21801,J1772,Free,38.389455,-75.580663,public
61,ELEC,Hagerstown Ford,1714 Massey Blvd,MD,Hagerstown,8/1/2013,21740,J1772,Free,39.628969,-77.76681,public
62,ELEC,Pohanka Nissan - Salisbury,2012 N Salisbury Blvd,MD,Salisbury,1/1/2012,21801,CHADEMO J1772 J1772COMBO,Free,38.39214,-75.57586,public
73,ELEC,Maryland Institute College of Art - Commons Hall,130 McMechen St,MD,Baltimore,1/12/2015,21217,J1772,Free,39.308846,-76.625419,public
74,ELEC,Maryland Institute College of Art - Lazarus Center,131 W North Ave,MD,Baltimore,1/12/2015,21201,J1772,Free,39.31074,-76.618931,public
75,ELEC,University of Baltimore - Maryland Avenue Garage,1104 Maryland Ave,MD,Baltimore,4/1/2015,21201,J1772,Free,39.302352,-76.617606,public
76,ELEC,Mayflower Properties,1110 Morton St,MD,Baltimore,2/27/2015,21201,J1772,Free,39.30246,-76.616698,public
78,ELEC,Parkview Business Center,201 Prospect Ave,MD,Hagerstown,5/7/2015,21742,J1772,Free,39.653116,-77.715766,public
80,ELEC,Mount Airy Municipal Parking Lot,255-299 Cross St,MD,Mt. Airy,4/1/2015,21771,CHADEMO J1772 J1772COMBO TESLA,Variable fee,39.375442,-77.154666,public
82,ELEC,First United Evangelical and Reformed Church,6115 O'Donnell St,MD,Baltimore,7/2/2015,21224,J1772,Free,39.281321,-76.542569,public
84,ELEC,Marriott Garage,101 S Paca St,MD,Baltimore,8/1/2015,21201,J1772,Free,39.287168,-76.621895,public
92,ELEC,Redwood Garage,11 S Eutaw St,MD,Baltimore,10/1/2015,21201,J1772,Free,39.288504,-76.620394,public
93,ELEC,Annex Garage,140 W Patrick St,MD,Frederick,9/1/2015,21701,J1772,Free,39.414063,-77.413739,public
94,ELEC,Fleet & Eden Garage,501 S Eden St,MD,Baltimore,10/15/2015,21231,J1772,Free,39.285366,-76.598315,public
96,ELEC,Signet Garage,210 Guilford Ave,MD,Baltimore,10/12/2015,21202,J1772,Free,39.29195,-76.611345,public
99,ELEC,Cathedral Garage,320 Cathedral St,MD,Baltimore,10/16/2015,21201,J1772,Free,39.293793,-76.616977,public
100,ELEC,Arena Garage,201 W Baltimore St,MD,Baltimore,10/20/2015,21201,J1772,Free,39.289385,-76.618742,public
103,ELEC,Ivy Car Barn,311 E Chase St,MD,Baltimore,11/1/2015,21202,J1772,Free,39.302532,-76.610935,private
104,ELEC,Department of General Services - Parking Lot,3800 E Biddle St,MD,Baltimore,12/1/2015,21213,J1772,Free,39.305588,-76.566117,private
105,ELEC,Water Street Garage,22 S Gray St,MD,Baltimore,11/15/2015,21201,J1772,Free,39.288514,-76.611444,public
110,ELEC,Safety First,38 N Main St,MD,Keedysville,12/24/2015,21756,J1772,Free,39.48881,-77.696524,private
111,ELEC,Back River Treatment Plant,8201 Eastern Ave,MD,Baltimore,1/1/2016,21224,J1772,Free,39.300234,-76.492813,public
114,ELEC,Carrollton Inn,50 Albermarle St,MD,Baltimore,1/1/2016,21202,J1772,Free,39.288678,-76.604209,public
115,ELEC,War Memorial Plaza,400 E Lexington St,MD,Baltimore,10/1/2013,21202,J1772,Free,39.291177,-76.60939,public
117,ELEC,Fox and Bunting Building,1303 W Mount Royal Ave,MD,Baltimore,1/23/2016,21217,J1772,Free,39.308041,-76.621291,public
118,ELEC,Gramercy Mansion,1400 Greenspring Valley Rd,MD,Stevenson,2/9/2016,21153,J1772,Free,39.42522,-76.694873,public
119,ELEC,Hotel Indigo,24 W Franklin St,MD,Baltimore,2/11/2016,21201,J1772,Free,39.295255,-76.61648,public
120,ELEC,Montebello Filtration Plant,3901 Hillen Rd,MD,Baltimore,2/26/2016,21218,J1772,Free,39.336584,-76.588301,public
121,ELEC,Town of Ocean City - 300 St. Louis Ave Street Parking,300 St. Louis Ave,MD,Ocean City,3/1/2016,21842,J1772,Free,38.335516,-75.087156,public
122,ELEC,Town of Ocean City - Municipal Parking,10007 Coastal Hwy,MD,Ocean City,3/1/2016,21842,J1772,Free,38.414273,-75.058153,public
123,ELEC,Town of Ocean City - Recreation and Parks,200 125th St,MD,Ocean City,3/1/2016,21842,J1772,Free,38.430853,-75.059004,public
124,ELEC,Conservatory and Botanic Gardens,3100 Swann Dr,MD,Baltimore,3/22/2016,21217,CHADEMO J1772COMBO,Free,39.318709,-76.647197,public
125,ELEC,Patterson Park,200 S Linwood Ave,MD,Baltimore,3/14/2016,21224,CHADEMO J1772COMBO,Free,39.288621,-76.576047,public
126,ELEC,Maryland Center for Veterans Education and Training,301 N High St,MD,Baltimore,3/11/2016,21202,J1772,Free,39.293619,-76.606356,public
131,ELEC,Baltimore Public Works Museum,751 Eastern Ave,MD,Baltimore,4/1/2016,21202,J1772,Free,39.284815,-76.603415,public
137,ELEC,City of Baltimore - Department of Public Works,2331 N Fulton Ave,MD,Baltimore,5/23/2016,21217,J1772,Free,39.315293,-76.643737,private
138,ELEC,City of Baltimore - Parks Maintenance and Forestry Complex,3100 Shop Rd,MD,Baltimore,5/16/2016,21211,J1772,Free,39.3223338,-76.6410022,private
139,ELEC,City of Baltimore - Ashburton Pumping Station,3099 Liberty Heights Ave,MD,Baltimore,6/13/2016,21216,J1772,Free,39.322918,-76.66763,private
140,ELEC,City of Takoma Park - Community Center,7500 Maple Ave,MD,Takoma Park,4/29/2016,20912,CHADEMO J1772 J1772COMBO,Free,38.981991,-77.010571,public
141,ELEC,City of Takoma Park - Junction Parking Lot,7309 Carroll Ave,MD,Takoma Park,5/3/2016,20912,J1772,Free,38.978277,-77.005876,public
142,ELEC,City of Takoma Park - Recreation Center,7315 New Hampshire Ave,MD,Takoma Park,5/6/2016,20912,J1772,Free,38.982318,-76.987962,public
144,ELEC,M&T Bank Stadium,1101 Russell St,MD,Baltimore,7/15/2016,21230,CHADEMO J1772 J1772COMBO,Parking fee,39.279829,-76.622383,public
145,ELEC,Whalen Commons - East Parking Lot,19721 Beall St,MD,Poolesville,7/28/2016,20837,J1772,Free,39.145806,-77.412039,public
146,ELEC,Poolesville Hardware,19961 Fisher Ave,MD,Poolesville,7/28/2016,20837,J1772,Free,39.146667,-77.417222,public
149,ELEC,Tom Hodges Auto Sales & Service,24177 Tom Hodges Dr,MD,Hollywood,9/15/2016,20636,J1772,Free,38.331636,-76.555135,public
152,ELEC,Hamilton Library,5910 Harford Rd,MD,Baltimore,11/15/2016,21214,CHADEMO J1772 J1772COMBO,Free,39.356533,-76.558482,public
153,ELEC,Orleans Street Library,1303 Orleans St,MD,Baltimore,7/1/2016,21231,CHADEMO J1772COMBO,Free,39.29447,-76.599243,public
154,ELEC,Reisterstown Road Library,6310 Reisterstown Rd,MD,Baltimore,10/1/2016,21215,CHADEMO J1772 J1772COMBO,Free,39.354424,-76.700634,public
155,ELEC,Light Street Library,1251 Light St,MD,Baltimore,10/1/2016,21230,CHADEMO J1772COMBO,Free,39.275068,-76.611912,public
156,ELEC,Roland Park Library,5108 Roland Ave,MD,Baltimore,11/18/2016,21210,CHADEMO J1772COMBO,Free,39.355737,-76.635104,public
160,ELEC,Clifton Park Golf Course,2701 St Lo Dr,MD,Baltimore,12/1/2016,21213,J1772,Free,39.32159779,-76.58783514,public
161,ELEC,Carroll Park Golf Course,2100 Washington Blvd,MD,Baltimore,12/1/2016,21230,J1772,Free,39.27267,-76.648655,public
162,ELEC,Cylburn Arboretum,4975 Greenspring Ave,MD,Baltimore,10/18/2016,21209,J1772,Free,39.352944,-76.659878,public
163,ELEC,Camden Yards,333 W Camden St,MD,Baltimore,10/20/2016,21201,J1772,Free,39.284664,-76.619604,public
165,ELEC,Mount Pleasant Ice Arena,6101 Hillen Rd,MD,Baltimore,11/1/2016,21239,J1772,Free,39.368847,-76.577788,public
166,ELEC,Wyndham Garden North BW Parkway,5811 Annapolis Rd,MD,Cheverly,11/8/2016,20784,J1772,Free,38.937323,-76.917061,public
169,ELEC,Herring Run Library Branch,3801 Erdman Ave,MD,Baltimore,2/6/2017,21213,CHADEMO J1772COMBO,Free,39.315122,-76.569243,public
171,ELEC,Canton Waterfront Park,3001 Boston St,MD,Baltimore,3/8/2017,21224,CHADEMO J1772 J1772COMBO,Free,39.277178,-76.572417,public
172,ELEC,Gwynns Falls Park,4999 Windsor Mill Rd,MD,Baltimore,3/9/2017,21207,CHADEMO J1772COMBO,Free,39.309277,-76.70115,public
173,ELEC,City of Baltimore - Garage,101 W Dickman St,MD,Baltimore,3/31/2017,21230,CHADEMO J1772COMBO,Free,39.262573,-76.616256,public
174,ELEC,Catoctin Mountain Park - Visitor Center,14707 Park Central Rd,MD,Thurmont,11/14/2016,21788,J1772,Free,39.63378,-77.449906,public
175,ELEC,Catoctin Mountain Park - Round Meadow,14850 Manahan Rd,MD,Sabillasville,11/14/2016,21780,J1772,Free,39.644424,-77.486954,public
176,ELEC,Catoctin Mountain Park - Headquarters,6602 Foxville Rd,MD,Thurmont,6/16/2017,21788,J1772,Free,39.626633,-77.439577,public
181,ELEC,Baltimore Police Department - Western District,1034 N Mount St,MD,Baltimore,7/7/2017,21217,J1772,Free,39.300619,-76.644695,public
182,ELEC,Middle Branch Park,3301 Waterview Ave,MD,Baltimore,7/6/2017,21230,J1772,Free,39.254879,-76.622308,public
183,ELEC,Mount Pleasant Golf Course,6001 Hillen Rd,MD,Baltimore,7/1/2017,21239,J1772,Free,39.363692,-76.577699,public
184,ELEC,Electric Vehicle Institute,1120 N Charles St,MD,Baltimore,7/1/2017,21201,J1772,Free,39.303044,-76.616255,public
185,ELEC,Fayette St Garage,1001 E Fayette St,MD,Baltimore,7/1/2017,21201,J1772,Free,39.291285,-76.603515,public
187,ELEC,Municipal Garage,200 N Holliday St,MD,Baltimore,10/1/2015,21202,J1772,Free,39.291785,-76.610539,private
188,ELEC,Roosevelt Center - Municipal Building,25 Crescent Rd,MD,Greenbelt,8/9/2017,20770,CHADEMO J1772COMBO,Free,39.000738,-76.877355,public
189,ELEC,West Street Garage,40 E West St,MD,Baltimore,8/9/2017,21230,J1772,Free,39.276065,-76.613202,public
191,ELEC,C.C. Jackson Recreation Center,4910 Park Heights Ave,MD,Baltimore,8/1/2017,21215,J1772,Free,39.347048,-76.673296,public
193,ELEC,Park Plaza,2099 Gaither Rd,MD,Rockville,11/1/2017,20850,J1772,Payment through SemaConnect,39.117417,-77.180898,private
195,ELEC,Baltimore Street Garage,15 Guilford Ave,MD,Baltimore,10/1/2017,21202,J1772,Free,39.290084,-76.610788,public
196,ELEC,Museum of Industry,1415 Key Hwy,MD,Baltimore,10/30/2017,21230,J1772,Free,39.273755,-76.601727,public
199,ELEC,Clifton Mansion,2701 Saint Lo Dr,MD,Baltimore,11/1/2017,21213,J1772,Free,39.319173,-76.587403,public
201,ELEC,Chesapeake House Travel Plaza,10670 I-95,MD,Port Deposit,11/1/2017,21904,CHADEMO J1772 J1772COMBO,Free Level 2 charging; DCFC 2.50 per session and $0.20 per minute,39.612124,-76.009519,public
202,ELEC,Carroll Avenue Street Parking,7000 Carroll Ave,MD,Takoma Park,11/15/2017,20912,CHADEMO J1772COMBO,Free,38.974757,-77.012702,public
203,ELEC,Latrobe Park,1627 E Fort Ave,MD,Baltimore,11/15/2017,21230,J1772,Free,39.268278,-76.591693,public
205,ELEC,Downtown Takoma Park,7224 Carroll Ave,MD,Takoma Park,12/1/2017,20912,CHADEMO J1772 J1772COMBO,Free,38.978147,-77.006623,public
208,ELEC,Arena Garage - South Howard Street,99 S Howard St,MD,Baltimore,2/1/2018,21201,J1772,Free,39.287914,-76.619205,public
209,ELEC,Caroline Street Garage,805 S Caroline St,MD,Baltimore,2/1/2018,21231,J1772,Free,39.282302,-76.596315,public
210,ELEC,City of Hyattsville - Municipal Building,4310 Gallatin St,MD,Hyattsville,2/1/2018,20781,J1772,Free,38.952849,-76.942214,private
211,ELEC,Baltimore Police Marine Unit,3201 Boston St,MD,Baltimore,2/1/2018,21224,J1772,Free,39.276811,-76.570849,public
212,ELEC,Tidewater Marina,321 E Cromwell St,MD,Baltimore,2/1/2018,21230,J1772,Free,39.264924,-76.60639,public
215,ELEC,City of Hyattsville - Parking Lot #3,4320 Farragut St,MD,Hyattsville,3/9/2018,20781,J1772,Free,38.951908,-76.941858,public
216,ELEC,City of Hyattsville - Parking Lot #2,4310 Hamilton St,MD,Hyattsville,3/9/2018,20781,J1772,Free,38.953701,-76.941801,public
217,ELEC,Charles Plaza Garage,211 N Liberty Rd,MD,Baltimore,3/1/2018,21201,J1772,Free,39.291834,-76.616799,public
219,ELEC,Atrium Garage,308 W Fayette St,MD,Baltimore,4/1/2018,21201,J1772,Free,39.2906,-76.620429,public
222,ELEC,Southway Builders,1318 E Fort Ave,MD,Baltimore,5/23/2018,21230,J1772,Free,39.269901,-76.595658,public
223,ELEC,Town of Ocean City - Worcester Parking Lot,601 S Philadelphia Ave,MD,Ocean City,5/23/2018,21842,J1772,Free,38.328131,-75.088996,public
227,ELEC,Villages at Homeland,357 Homeland Southway,MD,Baltimore,6/4/2018,21212,J1772,Free,39.352912,-76.6146,public
228,ELEC,Millie's Road House Bar,200 Old Ocean Gateway,MD,Vienna,6/6/2018,21869,J1772,Free,38.485086,-75.823956,public
230,ELEC,Villages at Homeland,313 Homeland Southway,MD,Baltimore,6/22/2018,21212,J1772,Free,39.353249,-76.614846,public
231,ELEC,Studio 3807,3807 Rhode Island Ave,MD,Brentwood,6/19/2018,20722,J1772,Free,38.938966,-76.955265,public
237,ELEC,Columbia Gateway - Medical Center,7070 Samuel Morse Dr,MD,Columbia,7/23/2018,21046,J1772,Free,39.169397,-76.811526,public
238,ELEC,Cheverly Town Park,6401 Forest Rd,MD,Cheverly,7/25/2018,20785,J1772,Free,38.925025,-76.906358,public
240,ELEC,Laureate Education Inc,7065 Samuel Morse Dr,MD,Columbia,8/8/2018,21046,J1772,Free,39.168759,-76.811733,public
241,ELEC,Mercy Medical Center - Bunting Garage,301 Saint Paul Pl,MD,Baltimore,8/8/2018,21202,J1772,Free,39.29255,-76.61355,public
254,ELEC,Penn Station Garage,1500 N Charles St,MD,Baltimore,8/15/2018,21201,J1772,Free,39.306655,-76.616222,public
255,ELEC,Old Town - Fire Station,1110 Hillen St,MD,Baltimore,9/1/2018,21202,J1772,Free,39.297285,-76.605258,public
256,ELEC,Rankin Upholstery,8021 Cessna Ave,MD,Gaithersburg,9/1/2018,20879,J1772,Free,39.172762,-77.164172,public
257,ELEC,City of Hyattsville - Department of Public Works,4633 Arundel Pl,MD,Hyattsville,9/26/2018,20781,J1772,Free,38.946661,-76.939889,public
261,ELEC,Maryland House Travel Plaza,"I-95, Mile Marker 82",MD,Aberdeen,10/1/2018,21001,CHADEMO J1772 J1772COMBO,Free,39.498059,-76.231826,public
270,ELEC,Lexington Market,400 W Lexington St,MD,Baltimore,11/15/2018,21201,J1772,Free,39.291633,-76.622509,public
271,ELEC,Landover Hills - Police Station and Town Hall,6904 Taylor St,MD,Landover Hills,11/20/2018,20784,J1772,Free,38.941542,-76.894218,public
273,ELEC,Rotunda Parking Garage,711 W 40th St,MD,Baltimore,12/1/2018,21211,J1772,Free,39.33563,-76.629666,public
275,ELEC,Vienna Food Mart,307 Old Ocean Gateway,MD,Vienna,12/1/2018,21869,CHADEMO J1772COMBO,Free,38.486172,-75.825191,public
276,ELEC,Little Italy Garage,400 S Central Ave,MD,Baltimore,12/1/2018,21202,J1772,Free,39.285911,-76.599462,public
277,ELEC,Dorchester County Public Library - Hurlock Branch,222 S Main St,MD,Hurlock,12/1/2018,21643,J1772,Free,38.631284,-75.862667,public
278,ELEC,Hurlock Park - Tennis Courts,200 Charles St,MD,Hurlock,12/1/2018,21643,J1772,Free,38.632842,-75.864863,public
281,ELEC,Berwyn Heights Town Hall,5700 Berwyn Rd,MD,Berwyn Heights,12/1/2018,20740,J1772,Free,38.992364,-76.917261,public
282,ELEC,Hagerstown - Central Parking Lot,14 N Potomac St,MD,Hagerstown,12/1/2018,21740,J1772COMBO,$2.50 per session; $0.20 per minute,39.642218,-77.719215,public
283,ELEC,Inn at Horn Point - Tesla Destination,534  Burnside Street,MD,Annapolis,11/30/2017,21403,TESLA,Free,38.972453,-76.4780693,public
284,ELEC,Doubletree by Hilton Annapolis - Tesla Destination,210 Holiday Ct,MD,Annapolis,1/25/2016,21401,TESLA,Free,38.982522,-76.547334,public
285,ELEC,Hyatt Regency Baltimore - Tesla Destination,300 Light St,MD,Baltimore,12/12/2014,21202,J1772 TESLA,Free,39.28462,-76.613671,public
286,ELEC,Sheraton Inner Harbor Hotel - Tesla Destination,300 South Charles St,MD,Baltimore,10/28/2016,21201,J1772 TESLA,Free,39.284602,-76.61595,public
287,ELEC,Cazbar - Tesla Destination,316 N Charles St,MD,Baltimore,9/28/2015,21201,TESLA,Free,39.293019,-76.615604,public
288,ELEC,Doubletree Inn at The Colonnade - Tesla Destination,4 W University Pkwy,MD,Baltimore,2/20/2018,21218,J1772 TESLA,Free,39.334176,-76.619561,public
289,ELEC,DoubleTree by Hilton Hotel Bethesda - Tesla Destination,8120 Wisconsin,MD,Bethesda,7/25/2017,20814,J1772 TESLA,Free,38.991229,-77.095893,public
290,ELEC,Downtown Cambridge Black Water Baked Goods & Coffee - Tesla Destination,429 Race St,MD,Cambridge,8/24/2018,21613,J1772 TESLA,Free,38.568961,-76.077521,public
291,ELEC,Great Oak Manor - Tesla Destination,10568 Cliff Rd,MD,Chestertown,11/10/2015,21620,TESLA,Free,39.2687177,-76.2025573,public
292,ELEC,Brampton Bed & Breakfast Inn - Tesla Destination,25227 Chestertown Rd,MD,Chestertown,6/16/2015,21620,J1772 TESLA,Free,39.211757,-76.094796,public
293,ELEC,Hampton Inn & Suites Columbia/South MD - Tesla Destination,7045 Minstrel Wy,MD,Columbia,11/29/2017,21046,J1772 TESLA,Free,39.17575,-76.846303,public
294,ELEC,SpringHill Suites by Marriott Columbia - Tesla Destination,7055 Minstrel Wy,MD,Columbia,11/29/2017,21046,J1772 TESLA,Free,39.176119,-76.847247,public
295,ELEC,Ruddy Duck Brewery & Grill - Tesla Destination,13200 Dowell Rd,MD,Dowell,7/13/2017,20629,TESLA,Free,38.350362,-76.457198,public
296,ELEC,Rocky Gap Casino Resort - Tesla Destination,16701 Lakeview Rd NE,MD,Flintstone,9/19/2017,21530,J1772 TESLA,Free,39.699997,-78.656806,public
297,ELEC,"Savage River Lodge, a Select Registry Property - Tesla Destination",1600 Mt Aetna Rd,MD,Frostburg,5/26/2015,21532,J1772 TESLA,Free,39.65525,-79.021482,public
298,ELEC,The Cornucopia Cafe - Tesla Destination,146 Casselman Rd,MD,Grantsville,11/12/2015,21536,J1772 TESLA,Free,39.697031,-79.1416,public
299,ELEC,The Narrows Restaurant - Tesla Destination,3023 Kent Narrow Wy S,MD,Grasonville,9/11/2017,21638,TESLA,Free,38.968861,-76.244728,public
300,ELEC,Hilton Garden Inn Kent Island - Tesla Destination,3206 Main St,MD,Grasonville,8/15/2017,21638,J1772 TESLA,Free,38.966327,-76.240875,public
301,ELEC,Holiday Inn Express Baltimore-BWI Airport West - Tesla Destination,7481 Ridge Rd,MD,Hanover,6/19/2017,21076,J1772 TESLA,Free,39.160052,-76.711847,public
302,ELEC,"Antietam Overlook Farm, a Select Registry Property - Tesla Destination",4812 Porterstown Rd,MD,Keedysville,5/20/2015,21756,J1772 TESLA,Free,39.445664,-77.705295,public
303,ELEC,Black Bear Tavern and Restaurant - Tesla Destination,102 Fort Dr,MD,McHenry,3/7/2016,21541,TESLA,Free,39.549596,-79.35123,public
304,ELEC,"Lake Pointe Inn, a Select Registry Property - Tesla Destination",174 Lake Pointe Dr,MD,McHenry,7/15/2015,21541,J1772 TESLA,Free,39.556658,-79.357445,public
305,ELEC,Wilcom's Inn - Tesla Destination,11234 Fingerboard Rd,MD,Monrovia,9/29/2017,21770,J1772 TESLA,Free,39.346653,-77.270838,public
306,ELEC,Black Ankle Vineyards - Tesla Destination,14463 Black Ankle Rd,MD,Mount Airy,2/3/2017,21771,TESLA,Free,39.46165,-77.162396,public
307,ELEC,Port House Grill - Tesla Destination,15 N Main St,MD,North East,11/4/2016,21901,TESLA,Free,39.60151,-75.943346,public
308,ELEC,Haley Farm Inn and Retreat Center - Tesla Destination,16766 Garrett Hwy,MD,Oakland,4/1/2016,21550,J1772 TESLA,Free,39.470945,-79.358778,public
309,ELEC,Ocean City Convention Center - Tesla Destination,4001 Coastal Hwy,MD,Ocean City,4/28/2016,21842,J1772 TESLA,Free,38.366495,-75.071961,public
310,ELEC,Atlantic House Bed and Breakfast - Tesla Destination,501 N Baltimore Ave,MD,Ocean City,3/22/2016,21842,TESLA,Free,38.336537,-75.083956,public
311,ELEC,Holiday Inn Oceanfront - Tesla Destination,6600 Coastal Hwy,MD,Ocean City,11/3/2015,21842,J1772 TESLA,Free,38.389613,-75.064479,public
312,ELEC,Princess Royale Hotel - Tesla Destination,9100 Coastal Hwy,MD,Ocean City,8/12/2016,21842,TESLA,Free,38.407642,-75.058072,public
313,ELEC,Hilton Suites Ocean City Oceanfront - Tesla Destination,3200 N Baltimore Ave,MD,Ocean City,3/7/2017,21842,TESLA,Free,38.360378,-75.072756,public
314,ELEC,Sandaway Waterfront Lodging - Tesla Destination,103 W Strand Rd,MD,Oxford,3/28/2015,21654,J1772 TESLA,Free,38.692118,-76.175449,public
315,ELEC,The Inn at Antietam - Tesla Destination,220 E Main St,MD,Sharpsburg,6/19/2017,21782,J1772 TESLA,Free,39.45953,-77.74285,public
316,ELEC,Chanceford Hall Bed & Breakfast - Tesla Destination,209 W Federal St,MD,Snow Hill,8/5/2015,21863,J1772 TESLA,Free,38.172739,-75.396266,public
317,ELEC,George Brooks House B & B - Tesla Destination,24500 Rolles Range Rd,MD,St Michaels,7/17/2017,21663,J1772 TESLA,Free,38.7970133,-76.2277961,public
318,ELEC,Old Brick Inn - Tesla Destination,401 S Talbot St,MD,St. Michaels,10/12/2017,21663,J1772 TESLA,Free,38.7838128,-76.2234717,public
319,ELEC,St. Michaels Winery - Tesla Destination,609 S. Talbot St,MD,St. Michaels,9/18/2017,21663,TESLA,Free,38.781182,-76.221799,public
320,ELEC,Antrim 1844 Country House Hotel - Tesla Destination,30 Trevanion Rd,MD,Taneytown,4/23/2015,21787,J1772 TESLA,Free,39.654916,-77.1730675,public
321,ELEC,Best Western Westminster - Tesla Destination,451 WMC Dr,MD,Westminster,12/18/2017,21158,J1772 TESLA,Free,39.58717,-77.010051,public
324,ELEC,225 North Calvert Street Garage,225 N Calvert St,MD,Baltimore,1/1/2019,21202,J1772,Free,39.292049,-76.61231,public
325,ELEC,Horseshoe Casino,1525 Russell St,MD,Baltimore,1/14/2019,21230,J1772,Free,39.273771,-76.627853,public
326,ELEC,YMCA - Orokawa,600 W Chesapeake Ave,MD,Towson,1/17/2019,21204,J1772,Free,39.400162,-76.6144,public
330,ELEC,Centers for Medicare and Medicaid Services,7500 Security Blvd,MD,Windsor Mill,2/4/2019,21244,J1772,Free,39.314516,-76.760004,public
331,ELEC,Lexington Street Garage,510 E Lexington St,MD,Baltimore,2/12/2019,21202,J1772,Free,39.291504,-76.608454,public
334,ELEC,YMCA - Dancel,4331 Montgomery Rd,MD,Ellicott City,2/28/2019,21043,J1772,Free,39.251907,-76.814808,public
335,ELEC,Emmitsburg Town Office,300 S Seton Ave,MD,Emmitsburg,3/4/2019,21727,J1772,Free,39.701108,-77.328497,public
341,ELEC,Smithsonian Libraries - Research Annex,3400 Pennsy Dr,MD,Landover,4/30/2019,20785,J1772,Free,38.938404,-76.880421,public
343,ELEC,Hampton Inn Cumberland - Tesla Destination,109 Welton Dr,MD,Cumberland,6/20/2018,21502,TESLA,Free,39.6588203,-78.747755,public
344,ELEC,Zeke's Coffee,4719 Harford Rd,MD,Baltimore,5/7/2019,21214,J1772,Free,39.343968,-76.567828,public
345,ELEC,Central Plaza Garage,100 W Fayette St,MD,Baltimore,5/7/2019,21201,J1772,Free,39.290481,-76.616381,public
349,ELEC,Maryland Science Center,601 Light St,MD,Baltimore,6/7/2019,21230,J1772,Free,39.28223,-76.612824,public
350,ELEC,Johns Hopkins Community Physicians - Remington,2700 Remington Ave,MD,Baltimore,6/7/2019,21211,J1772,Free,39.320474,-76.621062,public
352,ELEC,McHenry Row - Parking Garage,1641 Whetstone Way,MD,Baltimore,6/7/2019,21230,J1772,Free,39.268351,-76.599249,public
353,ELEC,Shimadzu Scientific Instruments,7102 Riverwood Dr,MD,Columbia,7/1/2019,21046,J1772,Free,39.17626,-76.874243,private
354,ELEC,Veterans of Foreign Wars,2630 Rosser Rd,MD,Federalsburg,7/1/2019,21632,J1772,Free,38.679196,-75.777369,public
355,ELEC,Town of Galestown - Town Hall,5538 Old School House Rd,MD,Galestown,7/1/2019,21659,J1772,Free,38.565561,-75.71589,public
356,ELEC,Whole Foods Market,6621-B Baltimore Ave,MD,Riverdale,7/19/2019,20737,J1772,Free,38.969371,-76.937183,public
368,ELEC,Inner Harbor Center Garage,400 E Pratt St,MD,Baltimore,9/9/2019,21202,J1772,Free,39.286835,-76.609322,public
374,ELEC,Howard Community College,5051 Campus Dr,MD,Columbia,3/1/2018,21044,J1772,Free,39.212347,-76.880501,private
378,ELEC,College Square Shopping Center,444 WMC Drive,MD,Westminster,4/15/2011,21158,J1772,FREE,39.5867228,-77.0133356,public
379,ELEC,Winchester Hall,12 East Church Street,MD,Frederick,10/28/2014,21701,J1772,FREE,39.4149343,-77.4097442,public
380,ELEC,PHH,940 Ridgebrook Rd,MD,Sparks,8/12/2011,21152,J1772,FREE,39.525064,-76.649015,public
381,ELEC,Firaxis Games,10 Loveton Cir,MD,Sparks Glencoe,11/18/2015,21152,J1772,$0.00-$0.20/kWh Variable Energy Fee,39.5212999,-76.646339,public
382,ELEC,"Walgreens - Eldersberg, MD #7678",1260 Liberty Rd,MD,Eldersberg,11/22/2011,21784,J1772,$2.00/Hr Parking Fee,39.4047804,-76.951296,public
