Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,EV Total Port Count (Beta),EV CHAdeMO Port Count (Beta),EV J1772 Port Count (Beta),EV CCS Port Count (Beta),EV NEMA 14-50 Port Count (Beta),EV NEMA 515 Port Count (Beta),EV NEMA 520 Port Count (Beta),EV Tesla Port Count (Beta),EV CCS 150+ kW Port Count (Beta)
ELEC,DBA SONNET DBA SONNET,1441 U St NW,,Washington,DC,20009,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.917066,-77.034244,2024-10-08,117189,2024-10-08 00:48:39 UTC,,,,2019-01-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,United States Park Police - District 1,1200 Ohio Dr DW,,Washington,DC,20242,,,E,,Private,Fleet use only,,,,,,4,,,Non-Networked,,200-9,38.876402,-77.034186,2021-02-22,118526,2023-03-10 21:33:17 UTC,FG,16,Department of the Interior,2019-03-15,,,,,J1772,US,,,,Privé,,private,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,National Capital Parks,,,,false,,4,0,4,0,0,0,0,0,0
ELEC,JB Anacostia-Bolling,118 Brookley Ave,,Washington,DC,20032,,,E,,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3,,,,Non-Networked,,GPS,38.843048,-77.018682,2024-01-10,122103,2024-01-31 22:07:01 UTC,FG,14,Department of Navy,2019-02-01,,,,,NEMA515,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,,3,0,0,0,0,3,0,0,0
ELEC,JB Anacostia-Bolling,118 Brookley Ave,,Washington,DC,20032,,,E,,Private - Government only,,,,,,,16,,,Non-Networked,,GPS,38.843048,-77.018682,2024-01-10,122104,2024-01-31 22:07:01 UTC,FG,14,Department of Navy,2019-02-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,,16,0,16,0,0,0,0,0,0
ELEC,Naval Facilities Engineering Command - Washington Navy Yard - Building 386,601 M St SE,,Washington,DC,20003,,,E,,Private,Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2,2,,,Non-Networked,,GPS,38.8743,-76.992371,2021-02-22,122105,2022-02-10 21:00:18 UTC,FG,14,Department of Navy,2019-02-01,,,,,J1772 NEMA520,US,,,,Privé,,private,,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,,4,0,2,0,0,0,2,0,0
ELEC,1801 K Street NW,1801 K Street NW,,Washington,DC,20006,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,38.903675,-77.041954,2024-10-08,123243,2024-10-08 02:53:27 UTC,,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Verizon - Washington,935 V St NE,,Washington,DC,20018,,,E,,Private,24 hours daily,,,,,,3,,,Non-Networked,,200-9,38.91654,-76.992453,2024-04-14,123359,2024-04-14 22:11:34 UTC,P,,,2019-05-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,,3,0,3,0,0,0,0,0,0
ELEC,901 K Street NW - Tesla Destination,901 K St NW,,Washington,DC,20036,,202-350-6625  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.903059,-77.025601,2022-10-06,137150,2023-01-18 15:15:20 UTC,P,,,2019-04-04,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,0,0,0,0,0,2,0
ELEC,1255 23rd St NW - Tesla Destination,1255 23rd St NW,,Washington,DC,20037,,202-223-1537  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.9062733,-77.0498542,2022-10-06,137167,2023-01-18 15:15:20 UTC,P,,,2019-04-05,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,4,0,1,0,0,0,0,3,0
ELEC,The Hub - Tesla Destination,1615 L St NW,,Washington,DC,20036,,202-349-4068  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.904273,-77.037481,2022-10-06,137168,2023-01-18 15:15:20 UTC,P,,,2019-04-25,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,1,0,0,0,0,1,0
ELEC,Foxhall East Inc.,"4200 Massachusetts Ave, NW",,Washington,DC,20016,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9348171,-77.0828442,2024-10-08,148362,2024-10-08 00:04:20 UTC,,,,2017-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Lenkin Co 2201,2201 Wisconsin Ave NW,,Washington,DC,20007,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9192265,-77.0706446,2024-10-08,148372,2024-10-08 00:16:01 UTC,,,,2011-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,The Louis,1920 14th Street NW,,Washington,DC,20009,,800-663-5633,T,2024-07-02,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9163243,-77.0323174,2024-10-08,148379,2024-10-08 00:22:02 UTC,,,,2015-02-16,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Rhode Island Row,"2350 Washington Place, NE.",,Washington,DC,20018,,800-663-5633,T,2024-07-02,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9215664,-76.993693,2024-10-08,148383,2024-10-08 00:16:03 UTC,,,,2011-10-25,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,,3,0,3,0,0,0,0,0,0
ELEC,531707 Lenkin Co 1625,1625 Massachusetts Avenue Northwest,,Washington,DC,20036,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9081864,-77.0380059,2024-10-08,148384,2024-10-08 00:06:11 UTC,,,,2018-09-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,,6,0,6,0,0,0,0,0,0
ELEC,1250 Connecticut,"1250 Connecticut Avenue, NW",,Washington,DC,20036,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9068836,-77.0423311,2024-10-08,148385,2024-10-08 00:22:22 UTC,,,,2015-02-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,531713  The Jefferson Building,1225 19th Street Northwest,,Washington,DC,20036,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9066664,-77.0430436,2024-10-08,148386,2024-10-08 00:09:34 UTC,,,,2019-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.15/kWh Energy Fee,,,,,,,,,,,,,,,,,,,false,,4,0,4,0,0,0,0,0,0
ELEC,Hines - 1200 Nineteenth Street NW,1200 19th Street NW Suite 260,,Washington,DC,20036,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9060995,-77.0438477,2024-10-08,148387,2024-10-08 00:25:12 UTC,,,,2016-12-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,,4,0,4,0,0,0,0,0,0
ELEC,Holiday Inn Washington DC-Central/White House,1501 Rhode Island Avenue NW,,Washington,DC,20005,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9079994,-77.0347353,2024-10-08,148389,2024-10-08 00:17:24 UTC,,,,2012-08-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,1200 17th Street NW,"1200 17th Street, NW",,Washington,DC,20036,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9057498,-77.0387055,2024-10-08,148393,2024-10-08 00:20:49 UTC,,,,2014-11-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,,4,0,4,0,0,0,0,0,0
ELEC,1920 L Street,1920 L Street NW,,Washington,DC,20036,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,38.903492,-77.044477,2024-10-08,148394,2024-10-08 00:17:26 UTC,,,,2013-11-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,1900 L Street,1900 L Street NW,,Washington,DC,20036,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,38.903492,-77.043903,2024-10-08,148395,2024-10-08 00:17:26 UTC,,,,2013-11-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,1020 19th Street,1020 19th Street NW,,Washington,DC,20036,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,38.903147,-77.043825,2024-10-08,148398,2024-10-08 00:17:26 UTC,,,,2016-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Eleven Hundred Connecticut Avenue,1100 Connecticut Avenue Northwest,,Washington,DC,20036,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9039725,-77.0405507,2024-10-08,148399,2024-10-08 00:12:47 UTC,,,,2019-06-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,"531706  1667 K Street, NW",1667 K Street Northwest,,Washington,DC,20006,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9030183,-77.0381339,2024-10-08,148401,2024-10-08 00:07:40 UTC,,,,2018-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,,4,0,4,0,0,0,0,0,0
ELEC,"531705  1331 F Street, NW",1331 F Street Northwest,,Washington,DC,20004,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,38.897643,-77.0309368,2024-10-08,148417,2024-10-08 00:07:39 UTC,,,,2016-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,,4,0,4,0,0,0,0,0,0
ELEC,"10 G Street, NE","10 G St, NE",,Washington,DC,20002,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,38.8998373,-77.0071072,2024-10-08,148424,2024-10-08 00:19:14 UTC,,,,2015-03-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,"APA 750 First St, NE","750 First St, NE",,Washington,DC,20002,,800-663-5633,T,2024-08-25,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,38.8998373,-77.0071072,2024-10-08,148425,2024-10-08 00:21:59 UTC,,,,2015-03-20,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Lexington/Market Sq Parking Garage,401 9th St NW & D St NW,,Washington,DC,20004,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.89475995,-77.02395767,2024-10-08,148426,2024-10-08 00:16:05 UTC,,,,2011-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,122 C Street,122 C Street NW,,Washington,DC,20001,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,38.893317,-77.013021,2024-10-08,148427,2024-10-08 00:17:26 UTC,,,,2012-01-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Central Parking - 101 Constitution,101 Constitution Avenue Northwest,,Washington,DC,20001,,800-663-5633,T,2024-07-02,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.8926815,-77.0131214,2024-10-08,148428,2024-10-08 00:20:52 UTC,,,,2011-11-29,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,375 - Patriots Plaza,375 E Street Southwest,,Washington,DC,20024,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.8840361,-77.0169844,2024-10-08,148429,2024-10-08 00:07:28 UTC,,,,2017-01-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,355 - Patriots Plaza,355 E Street Southwest,,Washington,DC,20024,,800-663-5633,T,2024-10-03,TEMPORARILY UNAVAILABLE (Public),Mon 6:00am - 6:00pm; Tue 6:00am - 6:00pm; Wed 6:00am - 6:00pm; Thu 6:00am - 6:00pm; Fri 6:00am - 6:00pm; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.8837304,-77.0165323,2024-10-08,148430,2024-10-08 00:07:28 UTC,,,,2017-09-21,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Hyatt Washington DC North Mall,400 E Street Southwest,,Washington,DC,20024,,800-663-5633,T,2024-07-02,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,38.8829816,-77.0180331,2024-10-08,148431,2024-10-08 00:12:56 UTC,,,,2015-09-09,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,,4,0,4,0,0,0,0,0,0
ELEC,United States Park Police - District 3,5200 Glover Rd NW,,Washington,DC,20015,,,E,,Private,Fleet use only,,,,,,2,,,Non-Networked,,200-9,38.959925,-77.051688,2021-02-22,149461,2023-03-10 21:33:17 UTC,FG,16,Department of the Interior,2019-09-01,,,,,J1772,US,,,,Privé,,private,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,National Capital Parks,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,United States Park Police - District 5,901 Anacostia Dr SE,,Washington,DC,20019,,,E,,Private,Fleet use only,,,,,,2,,,Non-Networked,,GPS,38.8669127,-76.9965994,2021-02-22,149462,2023-03-10 21:33:17 UTC,FG,16,Department of the Interior,2019-09-01,,,,,J1772,US,,,,Privé,,private,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,National Capital Parks,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Rock Creek National Park - Klingle Mansion,3545 Williamsburg Ln NW,,Washington,DC,20008,,,E,,Private,Fleet use only,,,,,,4,,,Non-Networked,,200-9,38.935967,-77.049989,2021-02-22,149464,2023-03-10 21:33:17 UTC,FG,16,Department of the Interior,2019-09-01,,,,,J1772,US,,,,Privé,,private,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,Rock Creek Park,,,,false,,4,0,4,0,0,0,0,0,0
ELEC,SQUARE 54,2200 Pennsylvania Ave NW,,Washington,DC,20037,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9017929,-77.0493245,2024-10-08,150290,2024-10-08 00:16:11 UTC,,,,2019-10-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1.00-$5.00/Hr Variable Parking Fee, $0.22/kWh Energy Fee",,,,,,,,,,,,,,,,,,,false,,3,0,3,0,0,0,0,0,0
ELEC,WEST HALF 2 & 3 1900 N ST 6,1900 N St NW,Garage Level G1,Washington,DC,20036,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.907199,-77.043568,2024-10-08,150343,2024-10-08 01:06:08 UTC,,,,2019-12-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,"Lenkin 1133A, Lenkin 1133B",1133 Connecticut Avenue Northwest,,Washington,DC,20036,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9049056,-77.0401315,2024-10-08,150369,2024-10-08 00:16:12 UTC,,,,2019-11-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,"Lenkin 1050A, Lenkin 1050B",1050 K Street Northwest,,Washington,DC,20001,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.9021405,-77.0267154,2024-10-08,150370,2024-10-08 00:16:12 UTC,,,,2019-11-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Rosewood Washington D.C. - Tesla Destination,1050 31st Street NW,,Washington,DC,20007,,202-617-2400  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.903912,-77.061216,2022-10-06,150490,2023-01-18 15:15:20 UTC,P,,,2017-04-06,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,0,0,0,0,0,2,0
ELEC,"Capella Washington, D.C. - Tesla Destination",1050 31st St NW,,Washington,DC,20007,,202-617-2400  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.904031,-77.061463,2022-10-06,150512,2023-01-18 15:15:20 UTC,P,,,2016-01-19,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,3,0,1,0,0,0,0,2,0
ELEC,1501 New York Ave NE - Tesla Destination,1501 New York Ave NE,,Washington,DC,20002,,202-638-6300  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.915614,-76.983038,2022-10-06,150544,2023-01-18 15:15:20 UTC,P,,,2019-08-08,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,3,0,1,0,0,0,0,2,0
ELEC,Columbia Center - Tesla Destination,1152 15th St NW,,Washington,DC,20005,,202-350-6625  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.90493,-77.035048,2022-10-06,150607,2023-01-18 15:15:20 UTC,P,,,2019-04-09,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,1,0,0,0,0,0,0,1,0
ELEC,1875 K Street - Tesla Destination,1875 K St NW,,Washington,DC,20036,,202-303-3080  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.902991,-77.043045,2022-10-06,150608,2023-01-18 15:15:20 UTC,P,,,2019-04-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,0,0,0,0,0,2,0
ELEC,1700 New York Avenue - Tesla Destination,1700 New York Ave,,Washington,DC,20006,,202-349-4068  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.896069,-77.040275,2022-10-06,150609,2023-01-18 15:15:20 UTC,P,,,2019-04-04,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,1,0,0,0,0,1,0
ELEC,INTERPARK PENN QTR1,616 E St NW,,Washington,DC,20004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.896423,-77.02124,2024-10-08,150799,2024-10-08 01:06:29 UTC,,,,2019-12-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Safeway Wisconsin Ave NW,1855 Wisconsin Ave Nw,,Washington,DC,20007,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,38.916057,-77.067444,2024-10-08,151272,2024-10-08 02:37:42 UTC,,,,2019-03-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,531714 - 799 9th Street,"799 9th Street NW, Suite 102",,Washington,DC,20001,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,38.899515,-77.023468,2024-10-08,152377,2024-10-08 00:18:57 UTC,,,,2019-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,,6,0,6,0,0,0,0,0,0
ELEC,Lincoln Square - 555 11th Street NW,555 11th Street Northwest,,Washington,DC,20004,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,38.8967861,-77.0264518,2024-10-08,152997,2024-10-08 00:16:17 UTC,,,,2019-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,,4,0,4,0,0,0,0,0,0
ELEC,77 H CHARGING CHARGING 1,99 H St NW,,Washington,DC,20001,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.90033,-77.012085,2024-10-08,154006,2024-10-08 01:08:33 UTC,,,,2020-02-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,THE BATLEY UMDISTRICT EV3,1270 4th St NE,"1270-80 4th St NE Parking Garage - vehicle entry rear of building - under La Cosecha, Batley",Washington,DC,20002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.908906,-76.999782,2024-10-08,154008,2024-10-08 00:45:29 UTC,,,,2020-02-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Georgetown Safeway - Tesla Supercharger,1855 Wisconsin Ave NW,,Washington,DC,20007,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.915985,-77.067573,2024-07-01,154661,2024-08-14 18:58:22 UTC,P,,,2020-03-13,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,,8,0,0,0,0,0,0,8,0
ELEC,Parcel O at the Yards,1346 4th St SE,,Washington,DC,20003,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,38.873894,-77.000066,2024-10-08,154830,2024-10-08 00:05:23 UTC,,,,2020-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,3,0,3,0,0,0,0,0,0
ELEC,QuikPark Inc.,560 13th St NW,,Washington,DC,20045,,866-816-7584,E,,Public,24 hours daily,,,,,,5,,,EV Connect,http://evconnect.com/,GPS,38.896748,-77.029685,2024-10-08,155091,2024-10-08 02:54:05 UTC,,,,2019-04-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,5,0,5,0,0,0,0,0,0
