Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,EV Total Port Count (Beta),EV CHAdeMO Port Count (Beta),EV J1772 Port Count (Beta),EV CCS Port Count (Beta),EV NEMA 14-50 Port Count (Beta),EV NEMA 515 Port Count (Beta),EV NEMA 520 Port Count (Beta),EV Tesla Port Count (Beta),EV CCS 150+ kW Port Count (Beta)
ELEC,Crossroads Ford Mazda,4500 Whitehill Blvd,,Prince George,VA,23875,,804-862-1000,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,37.250286,-77.37319,2023-01-10,79883,2023-02-14 15:54:11 UTC,P,,,2014-09-09,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Ted Britt Chevrolet,46990 Harry Byrd Hwy,,Sterling,VA,20164,,,E,,Private,24 hours daily; service center use,,,,,,4,,,Non-Networked,,GPS,39.016558,-77.374235,2022-12-13,79884,2024-09-24 15:08:02 UTC,P,,,2014-09-09,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,,4,0,4,0,0,0,0,0,0
ELEC,Luck Chevrolet,516 S Washington Hwy,,Ashland,VA,23005,,804-368-6473,E,,Public,"24 hours daily, for customer and service vehicle use only",,,,,,2,,,Non-Networked,,GPS,37.746924,-77.47202,2022-10-11,79887,2024-09-17 18:42:21 UTC,P,,,2014-08-26,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Strosnider Chevrolet,5200 Oaklawn Blvd,,Hopewell,VA,23860,,,E,,Private,Dealership business hours; for service and customer use only,,,,,,1,,,Non-Networked,,GPS,37.260555,-77.324621,2023-01-10,79888,2023-02-14 15:54:11 UTC,P,,,2016-07-01,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Casey Toyota,601 E Rochambeau Dr,,Williamsburg,VA,23188,,,E,,Private,24 hours daily,,,,,,1,,,Non-Networked,,GPS,37.350163,-76.733936,2022-12-13,79889,2024-09-24 15:14:17 UTC,P,,,2014-09-09,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Giant Foods,621 E Glebe Rd,,Alexandria,VA,23301,,703-518-4797,E,,Public,24 hours daily,,,,,,5,,,Non-Networked,,GPS,38.832184,-77.050501,2023-10-12,79891,2024-01-31 22:07:01 UTC,P,,,2015-09-06,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,5,0,5,0,0,0,0,0,0
ELEC,Rick Hendrick Chevrolet of Norfolk,6252 E Virginia Beach Blvd,,Norfolk,VA,23502,,757-266-5804,E,,Public,Dealership business hours; for customer use only,,,,,,2,1,,Non-Networked,,GPS,36.855534,-76.190651,2022-12-13,79892,2024-09-17 18:07:40 UTC,P,,,2016-07-01,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,,3,0,2,1,0,0,0,0,0
ELEC,University of Richmond - Chapel Parking,22 Westhampton Way,,Richmond,VA,23226,,804-289-8703,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,37.57288837592775,-77.53971552513121,2022-01-10,80561,2024-09-13 19:33:42 UTC,P,,,2016-11-01,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,2,0,2,0,0,0,0,0,0
ELEC,Danville City Hall,427 Patton St,,Danville,VA,24541,,,E,,Private,For specified city vehicle use only,,,,,,,1,,Non-Networked,,GPS,36.586347,-79.392555,2023-01-10,80565,2023-02-14 15:54:11 UTC,LG,,,2016-11-01,,,,,CHADEMO,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,,1,1,0,0,0,0,0,0,0
ELEC,Radley Chevrolet,3670 Jefferson Davis Hwy,,Fredericksburg,VA,22404,,540-898-4000,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,GPS,38.271078,-77.491973,2023-11-09,80566,2024-01-31 22:07:01 UTC,P,,,2016-11-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,3,0,3,0,0,0,0,0,0
ELEC,Massanutten Resort,3980 Massanutten Dr,,McGaheysville,VA,22840,,540-289-9441,E,,Public,24 hours daily; for guest use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,4,,,,Non-Networked,,GPS,38.404061,-78.754751,2023-11-09,80568,2024-01-31 22:07:01 UTC,P,,,2016-11-01,,,,,NEMA1450,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,,4,0,0,0,4,0,0,0,0
ELEC,Drive Square Inc,5606 General Washington Dr,"Located near the ""Mixing Bowl"" I-95/I-395/I-495, Edsall Rd. industrial area. Enter from the courtyard of the building.",Alexandria,VA,22312,,877-224-7708,E,,Public - Call ahead,9am-4pm M-F,,,,,,1,,,Non-Networked,,200-8,38.799443,-77.163044,2021-01-14,80569,2022-12-20 22:04:48 UTC,P,,,2014-07-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,,,,,,true,,1,0,1,0,0,0,0,0,0
ELEC,Hall Chevrolet,6412 Western Branch,,Chesapeake,VA,23321,,,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,36.86667720617698,-76.41727067246092,2022-01-10,80570,2024-09-24 15:01:25 UTC,P,,,2016-11-01,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Virginia Department of General Services,2400 W Leigh St,,Richmond,VA,23220,,,E,,Private,,,,,,,2,1,,Non-Networked,,200-9,37.564133,-77.463175,2022-01-10,80572,2023-02-15 22:45:41 UTC,LG,,,2016-01-01,,,,,CHADEMO J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true,,3,1,2,0,0,0,0,0,0
ELEC,Royal Chevrolet,4502 W Broad St,,Richmond,VA,23230,,804-441-9393,E,,Public - Call ahead,Dealership business hours; customer use only,,,,,,1,,,Non-Networked,,200-9,37.577354,-77.48773,2022-01-10,80573,2022-04-28 20:01:31 UTC,P,,,2016-11-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,MD,false,,1,0,1,0,0,0,0,0,0
ELEC,Comfort Inn & Suites,5716 S Van Dorn St,Located on Van Dorn St adjacent to the 495 entrance ramp at Exit 173,Alexandria,VA,22310,,703-922-9200,E,,Public,24 hours daily; free for guest use,A Cash D M V,,,,,2,,,Non-Networked,,200-9,38.794947,-77.137384,2023-01-10,81374,2023-02-14 15:54:11 UTC,P,,,2017-01-10,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,$2 per hour,,,,,,,,,,true,,,,,,,,LD,false,,2,0,2,0,0,0,0,0,0
ELEC,HADEN TOWER 19-20,1575 Anderson Rd,"Located on Tower garage level B1, parking spaces 19 and 20.",McLean,VA,22102,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.926843,-77.207491,2024-10-08,82124,2024-10-08 00:43:31 UTC,,,,2017-03-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,City of Fredericksburg - Sophia Street Garage,600 Sophia St,Located on the top level of the garage,Fredericksburg,VA,22401,,540-371-8542,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,38.300424,-77.456524,2022-12-13,85725,2023-02-14 15:54:11 UTC,LG,,,2017-06-28,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,2,0,2,0,0,0,0,0,0
ELEC,HADEN FLATS 94-95,1513 Anderson Rd,"Located on Flats garage level B1, parking spaces 94 and 95. Only accessible to residents.",Tysons,VA,22102,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.926213,-77.204609,2024-10-08,85833,2024-10-08 00:43:31 UTC,,,,2017-07-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Daniel's Run Peace Church,3729 Old Lee Hwy,Located in the rear of the church building,Fairfax,VA,22030,,703-359-0990,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,38.85116,-77.297848,2023-01-10,88039,2023-02-14 15:54:11 UTC,P,,,2019-01-18,,,,,J1772,US,,,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,2,0,2,0,0,0,0,0,0
ELEC,VAS GARAGE VAS STATION,4250 Campbell Ave,Located on ramp to level 2,Arlington,VA,22206,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.841383,-77.091208,2024-10-08,88119,2024-10-08 00:44:03 UTC,,,,2017-10-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Danville Courthouse,401 Patton St,,Danville,VA,24541,,,E,,Private,For specified city vehicle use only,,,,,,,1,,Non-Networked,,GPS,36.58612,-79.391355,2023-01-10,88722,2023-02-14 15:54:11 UTC,LG,,,2016-11-01,,,,,CHADEMO,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,,1,1,0,0,0,0,0,0,0
ELEC,THE RIXEY STATION 1,1008N Glebe Rd,,Arlington,VA,22201,,888-758-4389,T,2024-10-08,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.882771,-77.11665,2024-10-08,89785,2024-10-08 00:49:53 UTC,,,,2017-12-23,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Riverwalk Landing Parking Garage,330 Water St,,Yorktown,VA,23690,,757-890-3750,E,,Public,24 hours daily,,,,,,1,,,UNIVERSAL,https://universalevcharging.com/,200-9,37.23833,-76.508866,2023-01-10,91701,2023-02-14 15:54:11 UTC,P,,,2018-01-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,York County - Poquoson Courthouse,300 Ballard St,,Yorktown,VA,23690,,757-890-3750,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,37.232314,-76.511345,2023-01-10,91702,2023-02-14 15:54:11 UTC,LG,,,2018-01-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,2,0,2,0,0,0,0,0,0
ELEC,Yorktown Library,8500 George Washington Memorial Hwy,,Yorktown,VA,23692,,757-890-3750,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,37.194887,-76.490472,2023-01-10,91703,2023-02-14 15:54:11 UTC,LG,,,2018-01-01,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,25th Street Parking Garage,336 25th St,Located on the first and sixth floors,Virginia Beach,VA,23451,,757-425-3555,E,,Public,7am-12am daily,,,,,,2,,,Non-Networked,,200-9,36.852662,-75.97835,2023-01-10,91863,2023-02-14 15:54:11 UTC,LG,,,2018-01-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,$5 per session; pay in garage,,,,,,,,,,false,,,,,,,,LD,false,,2,0,2,0,0,0,0,0,0
ELEC,Montpelier Visitor Center,13425 Visitor Center Rd,,Montpelier Station,VA,22957,,540-672-2728,E,,Public - Credit card at all times,9am-5pm daily; available for guests,,,,,,6,,,Non-Networked,,200-9,38.218004,-78.17046,2022-11-10,94541,2024-10-03 17:46:18 UTC,LG,,,2018-02-01,,,,,J1772 TESLA,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,,6,0,3,0,0,0,0,3,0
ELEC,Lewis Hall,13384 Laundry Rd,,Montpelier Station,VA,22957,,,E,,Public - Credit card at all times,9am-5pm daily; available for guests,,,,,,6,,,Non-Networked,,200-9,38.218992,-78.166102,2022-11-10,94542,2023-02-14 15:54:11 UTC,LG,,,2018-02-01,,,,,J1772 TESLA,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,,6,0,5,0,0,0,0,1,0
ELEC,MOM's Organic Market,1901 N Veitch St,,Arlington,VA,22201,,571-354-8810,E,,Public,9am-9pm daily; pay garage,,,,,,2,,,Non-Networked,,GPS,38.89641,-77.086062,2023-01-10,94667,2023-02-14 15:54:11 UTC,P,,,2018-01-01,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,2,0,2,0,0,0,0,0,0
ELEC,Colonial Place Parking Garage,2107 Wilson Blvd,,Arlington,VA,22201,,703-527-9444,E,,Public,7am-10pm M-F; pay lot and available to tenants,,,,,,3,,,Non-Networked,,200-9,38.891865,-77.085265,2022-11-10,94668,2023-02-14 15:54:11 UTC,P,,,2017-10-03,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,3,0,3,0,0,0,0,0,0
ELEC,Equinix,21721 Filigree Ct,,Ashburn,VA,20147,,,E,,Private,For employee use only,,,,,,2,,,Non-Networked,,200-9,39.015195,-77.459462,2021-10-12,94671,2023-02-15 22:45:41 UTC,P,,,2018-01-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,MD,true,,2,0,2,0,0,0,0,0,0
ELEC,Rappahannock Electric Co-op - Culpeper Office,13252 Cedar Run Church Rd,,Culpeper,VA,22701,,,E,,Private,For employee use only,,,,,,3,,,Non-Networked,,200-9,38.43679,-78.00952,2024-03-14,94673,2024-04-16 17:43:08 UTC,T,,,2018-01-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,true,,3,0,3,0,0,0,0,0,0
ELEC,Rappahannock Electric Co-op - Fredericksburg Office,247 Industrial Ct,,Fredericksburg,VA,22408,,,E,,Private,Restricted to REC EV drivers and REC visitors,,,,,,5,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.2632720079081,-77.50400539021302,2024-03-14,94675,2024-04-16 17:44:10 UTC,T,,,2021-10-20,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,,5,0,5,0,0,0,0,0,0
ELEC,Volvo Cars Fredericksburg,3410 Fall Hill Ave,,Fredericksburg,VA,22401,,540-373-5200,E,,Public,Dealership business hours,,,,,,2,,,Non-Networked,,200-8,38.312221,-77.506525,2023-01-10,94676,2023-02-14 15:54:11 UTC,P,,,2018-01-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,2,0,2,0,0,0,0,0,0
ELEC,Rappahannock Electric Co-op - Blue Ridge Office,137 Kelley Ct,,Front Royal,VA,22630,,,E,,Private,For employee use only,,,,,,3,,,Non-Networked,,200-9,38.97222,-78.180058,2024-03-14,94677,2024-04-16 17:44:50 UTC,T,,,2018-01-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,,3,0,3,0,0,0,0,0,0
ELEC,Tesla Service Center,9850 W Broad St,,Glen Allen,VA,23060,,804-219-4999  877-798-3752,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,37.643994,-77.564259,2024-02-12,94678,2024-02-12 21:24:44 UTC,P,,,2017-09-19,,,,,TESLA,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,,1,0,0,0,0,0,0,1,0
ELEC,VistaShare,1400 Technology Dr,,Harrisonburg,VA,22802,,,E,,Private,For employee use only,,,,,,1,,,Non-Networked,,200-9,38.465046,-78.852042,2023-01-10,94679,2023-02-14 15:54:11 UTC,P,,,2018-01-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,MD,true,,1,0,1,0,0,0,0,0,0
ELEC,Luray Visitor Center,18 Campbell St,Corner of Campbell and Virginia Ave,Luray,VA,22835,,540-743-3915,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,38.663811,-78.460394,2022-11-10,94682,2023-02-14 15:54:11 UTC,LG,,,2017-04-10,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Norfolk Botanical Gardens,6700 Azalea Garden Rd,,Norfolk,VA,23518,,757-441-5830,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,36.904917,-76.209635,2023-01-10,94688,2023-02-14 15:54:11 UTC,P,,,2019-11-26,,,,,J1772 TESLA,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,2,0,1,0,0,0,0,1,0
ELEC,Norfolk Premium Outlets,1600 Premium Outlets Blvd,In front of Nike,Norfolk,VA,23502,,757-673-6427,T,2023-06-01,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Non-Networked,,200-9,36.882116,-76.199359,2023-01-10,94689,2023-02-14 15:54:11 UTC,P,,,2018-01-01,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,,2,0,2,0,0,0,0,0,0
ELEC,Bluegreen Vacations - Patrick Henry Square,249 York St,,Williamsburg,VA,23185,,757-229-9540,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,37.270224,-76.687178,2023-01-10,94695,2023-02-14 15:54:11 UTC,P,,,2018-01-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Williamsburg Lodge,305 S England St,,Williamsburg,VA,23185,,757-220-7976,E,,Public,24 hours daily; guest past required from front desk,,,,,,1,,,Non-Networked,,200-9,37.269064,-76.697804,2023-01-10,94696,2023-02-14 15:54:11 UTC,P,,,2018-01-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Best Western - Williamsburg,351 York St,,Williamsburg,VA,23185,,757-229-4100,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,37.269286,-76.685716,2023-01-10,94697,2023-02-14 15:54:11 UTC,P,,,2017-09-19,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Rappahannock Electric Co-op - Bowling Green Office,14380 Fredericksburg Turnpike,,Woodford,VA,22580,,,E,,Private,For employee use only,,,,,,3,,,Non-Networked,,200-9,38.064198,-77.355511,2024-03-14,94698,2024-04-16 17:45:37 UTC,T,,,2018-01-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,,3,0,3,0,0,0,0,0,0
ELEC,Best Western Plus - Thornburg Inn & Suites,5211 Mudd Tavern Rd,,Woodford,VA,22580,,540-805-5023,T,2024-01-01,TEMPORARILY UNAVAILABLE (Public),24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,GPS,38.13343516043439,-77.51493227249148,2023-11-09,94699,2024-01-31 22:07:01 UTC,P,,,2018-01-01,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Federal Reserve Bank,701 E Byrd St,,Richmond,VA,23219,,,E,,Private,Employee use only,,,,,,2,,,Non-Networked,,200-9,37.535824,-77.44045,2024-01-10,94881,2024-01-31 22:07:01 UTC,FG,18,Department of Treasury,2017-01-15,,,,,J1772,US,,,,Privé,,private,,DTS,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true,,2,0,2,0,0,0,0,0,0
ELEC,ADP - Norfolk,2 Commercial Pl,,Norfolk,VA,23510,,,E,,Private,Office business hours; for employee and guest use only,,,,,,4,,,EV Connect,http://evconnect.com/,200-9,36.844921,-76.288239,2022-01-10,94883,2022-02-10 19:42:29 UTC,P,,,2017-07-10,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,true,,4,0,4,0,0,0,0,0,0
ELEC,JBG - Rosslyn North - Arlington VA,1911 N. Fort Myer Drive.,,Arlington,VA,22209,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,38.89777246756461,-77.07149618195142,2024-10-08,95452,2024-10-08 00:10:19 UTC,,,,2016-09-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,AK Auto,9200 Lee Hwy,,Fairfax,VA,22031,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,38.872676,-77.262652,2023-01-10,98434,2023-02-14 15:54:11 UTC,P,,,2018-04-01,,,,,J1772,US,,,,Privé,,private,,,AUTO_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,BMW of Charlottesville,1295 Richmond Rd,,Charlottesville,VA,22911,,434-270-8664,E,,Public,24 hours daily; customer use only,,,,,,2,,,Non-Networked,,GPS,38.0333263,-78.4518157,2023-01-10,98437,2023-02-14 15:54:11 UTC,P,,,2014-12-31,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,,2,0,2,0,0,0,0,0,0
ELEC,Fort Lee,Quartermaster Rd,,Fort Lee,VA,23801,,,E,,Private,Fleet use only,,,,,,1,,,Non-Networked,,200-6,37.24949,-77.339383,2022-10-11,98602,2023-05-30 18:46:28 UTC,FG,6,Department of Army,2018-04-01,,,,,J1772,US,,,,Privé,,private,,DA,MIL_BASE,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Leckner Nissan - Springfield,6570 Amherst Ave,,Springfield,VA,22150,,703-451-1970,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,38.776428,-77.18558,2024-02-12,99506,2024-02-12 15:25:05 UTC,P,,,2018-06-28,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Leckner Nissan - Springfield,6570 Amherst Ave,,Springfield,VA,22150,,703-451-1970,E,,Private,,,,,,,1,,,Non-Networked,,200-9,38.776428,-77.18558,2024-02-12,99507,2024-02-12 15:25:05 UTC,P,,,2018-06-28,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,WEINSTEIN ADDISON1,11401 Old Nuckols Rd,,Glen Allen,VA,23059,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.684303,-77.591203,2024-10-08,99821,2024-10-08 00:53:25 UTC,,,,2018-07-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,GARAGE C #1 GARAGE A LVL 1C,5 Airport Parking Dep Rd,Garage A. Level 1,Norfolk,VA,23518,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.899599,-76.206422,2024-10-08,100466,2024-10-08 00:52:31 UTC,,,,2018-08-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,GARAGE C #1 GARAGE A LVL 1B,31 Airport Parking Dep Rd,,Norfolk,VA,23518,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.899734,-76.206656,2024-10-08,100468,2024-10-08 00:51:56 UTC,,,,2018-08-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,The Shops at Stonefield - Tesla Supercharger,2100 Hydraulic Road,,Charlottesville,VA,22901,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,38.067294,-78.493075,2024-07-01,102467,2024-08-14 18:58:22 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,8,0,0,0,0,0,0,8,0
